270.007384,-15.207963,10.05149534833012,9.205,9.069,9.015
270.007868,-15.614057,11.170216771762036,9.538,9.026,8.876
270.025536,-16.1241,11.296349597377642,10.632,10.561,10.513
270.03059,-15.991946,10.17392723861915,9.249,9.135,9.023
270.03717,-15.903161,11.071254224712261,9.472,8.962,8.823
270.039434,-16.742619,10.457470071455067,8.282,7.595,7.447
270.040819,-15.135774,11.32099521998231,10.778,10.742,10.701
270.045503,-16.183317,10.297246874139645,8.464,7.912,7.732
256.994504,-23.913021,9.95621401907885,8.202,7.66,7.496
257.142987,-23.939674,10.874311496495729,9.28,8.776,8.633
257.146224,-23.984592,11.455851745649586,10.614,10.518,10.426
270.050198,-16.09873,11.399362278064142,9.594,9.021,8.871
270.051135,-16.066936,11.024575326715867,10.038,10.014,9.78
270.054365,-15.320387,10.967211683423743,9.473,8.997,8.87
270.056493,-15.060408,11.435507953125,9.545,8.965,8.795
270.059214,-15.571594,10.832367998140802,9.213,8.701,8.556
270.062486,-16.051847,10.093456256669818,8.894,8.5,8.487
270.069892,-15.419687,11.369246975680463,10.171,9.859,9.765
250.037405,-32.654354,10.76009302315944,9.648,9.377,9.31
250.039988,-31.859291,11.427612006142288,9.728,9.215,9.041
250.04163,-32.201447,11.318595139161069,9.248,8.601,8.444
250.043523,-32.782619,11.460512700773435,9.649,9.013,8.924
250.057206,-31.78875,10.262796036399536,8.343,7.754,7.584
250.058866,-31.172728,9.937878732730182,8.282,7.732,7.611
250.065272,-32.309639,10.446990545943272,8.373,7.77,7.568
250.073125,-31.122692,9.18170202886485,7.664,7.161,7.05
250.083803,-32.672699,11.471135529667462,10.396,10.131,10.084
250.100731,-32.24971,11.264906142104287,8.766,8.022,7.814
257.177808,-23.913939,10.337407038237245,8.592,8.1,7.889
257.193792,-24.000214,9.545564156305213,8.498,8.276,8.204
251.801922,-15.205355,10.97879389628279,9.717,9.387,9.259
251.806599,-15.240977,11.474963613797042,8.985,8.262,8.038
251.959796,-15.412004,11.217386277942637,9.14,8.482,8.334
252.097078,-15.127794,10.790317571322879,9.526,9.174,9.066
252.123664,-15.069651,10.679140388032938,9.436,9.023,8.993
270.089495,-15.689801,11.02202605410444,9.244,8.687,8.53
270.096353,-16.262096,11.335744351858795,10.775,10.715,10.692
270.101399,-15.851249,9.893696016941863,9.292,9.255,9.195
270.104989,-16.29838,11.394186283406624,10.875,10.85,10.806
270.122581,-15.66875,9.654675527560837,7.496,6.813,6.666
270.127266,-15.234705,10.76937094065237,9.525,9.211,9.081
250.125058,-32.59911,11.464452479565772,10.767,10.667,10.636
250.141204,-31.286272,11.352401302195734,9.336,8.694,8.548
270.151398,-16.00864,11.39797907617939,10.352,10.155,10.059
270.155998,-15.712937,10.704893276725812,8.881,8.303,8.152
270.160934,-15.006358,10.318327566777377,9.108,8.722,8.692
270.162879,-15.880151,9.903667684370452,7.772,7.091,6.95
270.163627,-15.357098,10.940123570399717,8.492,7.822,7.565
270.164543,-15.295995,11.438044609250124,9.73,9.166,9.04
270.167292,-15.116506,10.401455474619967,9.288,8.994,8.949
257.328915,-23.977074,11.212432484786083,9.074,8.396,8.25
257.34523,-23.908173,9.13762998962419,7.508,7.007,6.847
257.390474,-24.031103,9.91433514929755,8.166,7.628,7.462
