# ra (deg)
# ___ right ascension (J2000 decimal deg)
# dec (deg)
# ___ declination (J2000 decimal deg)
# err_maj (arcsec)
# ___ Semi-major axis length of the one sigma position uncertainty ellipse
# err_min (arcsec)
# ___ Semi-minor axis length of the one sigma position uncertainty ellipse
# err_ang (deg)
# ___ angle of error ellipse major axis (E of N)
# designation
# ___ source designation formed from sexigesimal coordinates
# j_m (mag)
# ___ J band selected "default" magnitude
# j_cmsig (mag)
# ___ corrected J band photometric uncertainty
# j_msigcom (mag)
# ___ combined (total) J band photometric uncertainty
# j_snr
# ___ J band "scan" signal-to-noise ratio
# h_m (mag)
# ___ H band selected "default" magnitude
# h_cmsig (mag)
# ___ corrected H band photometric uncertainty
# h_msigcom (mag)
# ___ combined (total) H band photometric uncertainty
# h_snr
# ___ H band "scan" signal-to-noise ratio
# k_m (mag)
# ___ K band selected "default" magnitude
# k_cmsig (mag)
# ___ corrected K band photometric uncertainty
# k_msigcom (mag)
# ___ combined (total) K band photometric uncertainty
# k_snr
# ___ K band "scan" signal-to-noise ratio
# ph_qual
# ___ flag indicating photometric quality of source
# rd_flg
# ___ source of JHK "default" mags (AKA "read flag")
# bl_flg
# ___ indicates # JHK components fit simultaneously to source
# cc_flg
# ___ indicates JHK artifact contamination and/or confusion
# ndet
# ___ number of >3-sig. ap. mag measurements, # possible (jjhhkk)
# gal_contam
# ___ flag indicating if src is contaminated by extended source
# mp_flg
# ___ src is positionally associated with an asteroid, comet, etc
# j_h ->  Reference:    Input column(s): j_m, h_m, k_m, rd_flg
# h_k ->  Reference:    Input column(s): j_m, h_m, k_m, rd_flg
# j_k ->  Reference:    Input column(s): j_m, h_m, k_m, rd_flg
ra dec Kp j h k
346.012677 -1.07422 9.868979759937725 8.899 8.724 8.65
346.023894 -2.299632 10.050029176020255 8.278 7.714 7.566
346.027447 -2.63544 11.284048742763378 10.345 10.194 10.112
346.032321 -1.150435 10.004975022009162 8.851 8.592 8.481
346.039886 -6.245297 11.456960959980817 10.001 9.532 9.417
346.064415 -2.966475 10.640187570588154 8.844 8.261 8.124
346.069903 -5.251928 11.229005927084183 9.673 9.183 9.042
346.077078 -1.899773 9.00593989922058 7.866 7.578 7.507
346.084512 -1.027895 10.885297204569966 9.083 8.466 8.361
346.092828 -1.877373 11.373418737769473 9.942 9.474 9.371
346.11962 -2.867162 11.33921301720622 10.826 10.801 10.759
346.137864 -7.727004 9.589865511133272 8.639 8.456 8.4
346.158962 -5.502091 9.071819204347952 6.893 6.228 6.057
346.159637 -2.753696 11.219518635918556 9.799 9.325 9.234
346.160227 -8.110632 9.550561490800238 7.9 7.37 7.231
346.163038 -7.677609 10.411772292592769 8.865 8.382 8.238
346.170448 -6.753634 11.265335573311264 10.078 9.754 9.681
346.175558 -8.537318 10.020029176020252 8.248 7.699 7.536
346.176589 -4.103261 9.706774529016137 8.243 7.796 7.655
346.185023 -4.128946 11.251705083873228 10.045 9.724 9.632
346.185205 -4.373757 11.366726580444846 10.256 10.002 9.919
346.185712 -8.168941 10.802564713163513 9.793 9.564 9.522
346.187755 -8.574882 10.800195229730232 8.804 8.242 8.022
346.198931 -6.62393 9.128376413192065 7.563 7.065 6.928
346.214528 -1.369392 10.428022419016498 9.063 8.658 8.531
346.214583 -8.482272 11.06522571661972 9.36 8.785 8.671
346.221297 -4.033097 11.076106462516417 9.753 9.349 9.249
346.221732 -6.990544 11.14251865321923 9.642 9.151 9.036
346.231112 -2.920932 10.732491094041873 9.706 9.492 9.425
346.233861 -0.865556 10.374507953125 8.484 7.929 7.734
346.237777 -1.771054 11.212498655756727 10.154 9.894 9.853
346.257732 -7.779104 11.376953584 10.32 10.086 10.02
346.272066 -5.809507 11.037908627293556 9.889 9.602 9.523
346.275615 -7.823443 10.98109302315944 9.869 9.589 9.531
346.275908 -1.632552 9.782491094041875 8.756 8.527 8.475
346.276616 -8.889967 11.179491094041875 10.153 9.913 9.872
346.283635 -8.718009 11.222911403013814 9.981 9.57 9.539
346.283704 -1.815542 10.974873618741288 9.773 9.425 9.364
346.29006 -3.973204 11.27433514929755 9.526 8.955 8.822
346.295048 -8.895878 10.740188531234118 9.699 9.466 9.409
346.304691 -1.824455 10.270106462516416 8.947 8.522 8.443
346.30501 -1.823709 9.81615841107188 8.744 8.313 8.434
346.309137 -6.561385 10.912908627293556 9.764 9.445 9.398
346.333962 -6.668832 9.36851865321923 7.868 7.386 7.262
346.339355 -6.607873 9.992044609250119 8.284 7.722 7.594
346.343945 -9.224859 11.365716877877666 10.315 10.088 10.019
346.347204 -9.518153 11.083750611842937 9.921 9.617 9.544
346.362144 -2.074268 10.342486523006311 8.6 8.036 7.898
346.365364 -4.251078 10.198979759937725 9.229 8.946 8.98
346.366083 -4.250029 9.179914334428522 8.231 7.978 7.993
346.387321 -5.948815 11.18574285157532 9.973 9.674 9.555
346.395864 -8.097794 9.249219343139838 7.569 7.04 6.889
346.420636 -9.101958 10.917849984363142 9.629 9.243 9.15
346.438053 -2.23015 10.531524905116303 9.016 8.506 8.403
346.445653 -9.244508 11.392412405242185 10.376 10.182 10.101
346.450034 -6.760646 11.098812048903774 9.464 8.91 8.801
346.452393 -9.076202 11.301710228996026 10.287 10.069 10.013
346.463852 -3.08438 10.60012271497743 9.176 8.714 8.609
346.465554 -8.898797 9.686254284179688 8.526 8.25 8.151
346.476407 -2.565906 11.255501001415341 9.96 9.568 9.476
346.496642 -2.087115 10.188036537427445 9.247 9.131 9.013
346.500447 -6.206351 11.175137309542873 10.043 9.756 9.69
346.503197 -0.899263 11.150616073763285 9.956 9.63 9.553
346.531872 -4.842683 10.711901597367346 9.527 9.225 9.132
346.533251 -7.971218 10.439695675722444 9.21 8.844 8.778
346.53362 -9.119474 11.143426306616902 9.972 9.656 9.588
346.540811 -9.386426 9.438274905687882 8.547 8.368 8.337
346.556254 -9.271844 9.983344296192776 8.947 8.727 8.66
346.56808 -7.584239 9.932717468525567 8.463 7.993 7.872
346.608617 -6.427577 10.653122846225246 8.893 8.328 8.185
346.670634 -4.199588 10.706765687136476 9.517 9.208 9.118
346.674535 -4.200954 9.146617263856461 8.232 8.066 8.011
346.675587 -6.629281 11.17928459157432 10.127 9.903 9.83
346.714904 -7.685763 11.41503816062459 10.355 10.103 10.053
346.739096 -3.73538 10.120561490800238 8.47 7.849 7.801
346.755047 -6.565123 11.479818915386595 9.998 9.502 9.401
346.755561 -4.57 11.078774726816532 9.822 9.472 9.368
346.762051 -1.312512 11.104137309542873 9.972 9.647 9.619
346.780244 -2.219124 10.889269523318601 9.91 9.714 9.656
346.785527 -8.63619 11.169327450017128 10.172 9.924 9.908
346.792628 -8.523481 10.390209510531305 9.27 8.962 8.926
346.806685 -8.574327 11.31363562675556 10.166 9.848 9.801
346.809115 -4.539354 11.401851828125 10.43 10.228 10.18
346.812315 -8.307073 11.202575326715863 10.216 10.003 9.958
346.832556 -4.257082 11.251843033853378 8.956 8.362 8.084
346.83267 -4.259185 10.028188189590814 7.641 6.981 6.738
346.854062 -9.728409 11.15256280780231 10.073 9.788 9.758
346.864714 -5.032299 10.122254224712263 8.523 8.013 7.874
346.871626 -8.652378 9.883956672523295 8.715 8.398 8.333
346.896297 -3.852125 10.947979432 9.757 9.411 9.357
346.902746 -3.857674 11.09350349391267 9.932 9.658 9.556
346.904568 -7.567018 10.962188531234117 9.921 9.696 9.631
346.911004 -5.060971 11.354844540635016 9.166 8.513 8.327
346.91886 -2.105411 9.186362278064145 7.381 6.84 6.658
346.920978 -9.558682 9.613106408782526 8.632 8.44 8.377
346.924478 -9.667527 9.278118386672235 8.103 7.914 7.716
346.927318 -7.123865 10.358214019078849 8.604 8.057 7.898
346.932839 -7.767681 10.182927161227026 8.78 8.377 8.225
346.943794 -2.394354 11.04384658920438 9.99 9.689 9.692
346.94514 -5.094494 9.199945491044913 8.324 8.202 8.121
346.945429 -5.096172 11.196726580444846 10.086 9.802 9.749
346.967313 -9.827243 11.380119095322637 10.194 9.884 9.798
346.968473 -6.436183 11.40959759723303 10.451 10.257 10.208
346.969373 -1.645976 10.742084522059317 9.709 9.461 9.424
346.983196 -0.339328 11.051101592378467 10.045 9.882 9.776
346.994794 -3.961298 11.465386277942635 9.388 8.719 8.582
346.997509 -4.812974 10.579235477234139 9.424 9.112 9.053
347.000503 -0.224775 11.298752954350345 9.821 9.316 9.226
347.003908 -5.222795 9.388120068443808 8.179 7.829 7.764
347.006756 -3.893288 11.436054514634758 10.173 9.781 9.714
347.013131 -4.355751 11.441494280224516 9.869 9.32 9.231
347.03359 -8.272095 10.859367327709716 9.643 9.311 9.222
347.045816 -7.809061 10.78055108575469 9.592 9.285 9.194
347.048133 -1.702163 11.33797885801984 10.515 10.386 10.335
347.066614 -8.280914 11.373048742763373 10.434 10.244 10.201
347.070636 -4.440615 11.375600833144103 10.009 9.55 9.476
347.080286 -8.053928 9.508494525317348 7.982 7.52 7.364
347.082093 -2.473034 9.553853008847252 7.962 7.428 7.316
347.083398 -9.883089 10.895254284179687 9.735 9.417 9.36
347.08554 -9.802506 11.321953584000001 10.265 10.035 9.965
347.088821 -0.65746 10.925706051842855 9.485 8.946 8.909
347.090589 -0.559879 10.664647182512768 9.526 9.24 9.168
347.096774 -10.456293 11.281441508092655 10.179 9.895 9.848
347.098946 -1.69493 11.463671310967058 10.193 9.836 9.728
347.099622 -1.648085 10.253283775002007 8.729 8.298 8.112
347.104059 -7.277812 10.753119095322637 9.567 9.236 9.171
347.104176 -1.866902 10.096463620997117 8.238 7.604 7.498
347.105301 -4.35072 11.009982123400311 10.018 9.813 9.757
347.111889 -9.133974 10.045870877790001 8.919 8.618 8.57
347.126574 -4.083944 10.144519351200909 9.027 8.731 8.685
347.132298 -0.855974 11.399683025088356 10.216 9.908 9.822
347.163304 -5.457711 10.96473265678328 9.358 8.804 8.706
347.163591 -4.779061 9.298178215492579 8.461 8.361 8.275
347.165655 -6.993612 10.140317040766275 8.718 8.255 8.152
347.17831 -8.351283 9.053356154430135 7.54 7.051 6.928
347.180915 -10.673069 10.310809362414991 8.849 8.34 8.262
347.197427 -9.804354 11.25581398170112 10.141 9.875 9.801
347.204196 -7.661036 10.560072552363916 9.312 8.964 8.865
347.218499 -10.492298 10.6075490056091 9.486 9.216 9.141
347.220321 -8.59142 11.482179015536307 10.332 10.027 9.965
347.222243 -8.167858 11.19243412618067 9.384 8.801 8.66
347.223931 -0.161731 9.925979431999998 8.735 8.395 8.335
347.229711 -0.601845 10.95203722145728 9.755 9.439 9.35
347.230219 -5.085582 11.449586766642462 10.554 10.367 10.342
347.233541 -10.317462 11.053832871444067 9.95 9.691 9.618
347.240806 -10.616907 11.105179015536306 9.955 9.682 9.588
347.250935 -7.50516 11.0832199665345 9.978 9.698 9.645
347.256269 -1.874552 10.890908627293559 9.742 9.455 9.376
347.26233 -0.358079 10.569341438602569 9.661 9.501 9.443
347.266821 -2.550524 9.197118386672237 8.022 7.76 7.635
347.283535 -10.693584 9.187955863712029 8.241 8.041 8.004
347.304266 -5.879602 9.715251999081332 8.024 7.479 7.34
347.313057 -10.736602 10.225519351200914 9.108 8.822 8.766
347.313744 -10.368458 11.297219966534499 10.192 9.92 9.859
347.315473 -10.815645 11.01128916565504 8.638 7.917 7.74
347.316245 -9.555703 9.944675435814888 8.988 8.779 8.746
347.319379 -4.132229 11.439812048903773 9.805 13.984 9.142
347.319926 -7.565819 11.47071434057857 9.999 9.519 9.407
347.320373 -4.132172 10.671524905116307 9.156 8.705 8.543
347.327258 -3.707849 11.35684196649216 10.27 10.055 9.95
347.328838 -9.187246 9.278498655756728 8.22 8.007 7.919
347.348012 -10.336853 10.139217066662733 9.015 8.74 8.668
347.348649 -4.500107 11.148649557583553 10.075 9.835 9.764
347.359218 -0.813986 10.836219599013273 9.479 9.067 8.952
347.359835 -0.130515 11.02083644934516 10.013 9.781 9.743
347.372546 -8.826747 9.092880177335937 8.17 8.052 7.945
347.373137 -8.826968 9.161800208582797 8.132 7.936 7.849
347.373429 -8.827135 9.176161522348433 8.54 8.48 8.431
347.384044 -0.189408 11.128866308338825 10.01 9.726 9.667
347.390571 -5.231521 11.36996178470892 9.521 8.913 8.784
347.399828 -9.17255 11.486551085754689 10.298 9.959 9.9
347.40466 -2.431998 10.4542789279015 8.567 7.991 7.818
347.408547 -7.868049 10.727674041166583 9.167 8.665 8.534
347.414006 -0.306202 11.484775846650567 10.115 9.666 9.58
347.441932 -0.191184 10.420027107617205 8.966 8.478 8.383
347.442483 -5.335688 10.562392237124996 9.168 8.754 8.618
347.446121 -0.826429 9.842866308338825 8.724 8.38 8.381
347.44832 -5.58165 10.113648744500072 8.471 7.925 7.805
347.467561 -0.824121 11.271643931408793 9.342 8.791 8.58
347.476753 -3.635417 10.79857866370141 9.706 9.42 9.382
347.487676 -3.441019 11.207061334207882 9.441 8.888 8.731
347.490302 -5.145197 11.261602839015323 10.155 9.894 9.821
347.509798 -0.575853 11.314675435814893 10.358 10.15 10.116
347.528729 -8.068716 9.71980940947712 8.767 8.575 8.527
347.529298 -8.067182 10.292999028359132 9.364 9.178 9.136
347.530407 -8.154862 9.213665119364137 8.013 7.656 7.605
347.540009 -0.769203 10.219291379766682 7.936 7.254 7.068
347.540554 -7.646052 11.462992028941025 10.702 10.575 10.547
347.54158 -8.221664 10.308899995511725 8.802 8.299 8.193
347.548656 -4.6721 10.916717468525569 9.447 8.935 8.856
347.550312 -0.897404 10.19310493748826 8.611 8.067 7.969
347.615209 -8.994639 11.102143411545851 10.053 9.782 9.758
347.615279 -5.458509 11.347908627293556 10.199 9.92 9.833
347.629865 -0.038327 10.29258611701376 8.85 8.364 8.273
347.632988 -5.516295 11.235269523318602 10.256 10.065 10.002
347.644298 -5.54606 11.365420303277599 10.403 10.208 10.158
347.644923 -10.430368 10.892025539228754 9.501 9.079 8.953
347.64594 -3.080721 11.295420303277599 10.333 10.107 10.088
347.647926 -5.158834 10.521479942307842 9.355 9.105 8.975
347.650394 -4.991433 9.264979076179387 8.219 7.99 7.926
347.651882 -1.355512 11.283351446622381 10.146 9.888 9.789
347.654269 -9.256036 11.433241355151937 10.335 10.022 10.007
347.661087 -5.084011 9.359702028864849 7.842 7.355 7.228
347.663252 -3.846304 11.44502849190598 10.364 10.12 10.048
347.668214 -3.053147 11.093051640277327 9.309 8.648 8.593
347.668349 -0.191101 11.171123104310318 9.319 8.743 8.581
347.685365 -4.119834 11.426658595950817 10.254 9.94 9.869
347.685838 -7.585773 11.386979076179387 10.341 10.119 10.048
347.686926 -8.351162 11.112809409477121 10.16 9.972 9.92
347.693169 -1.61385 10.364524905116301 8.849 8.293 8.236
347.70014 -5.190635 10.669289747636965 9.465 9.15 9.054
347.707101 -7.789314 9.580777621174851 7.216 6.533 6.321
347.710116 -10.423485 10.16300116502344 9.069 8.769 8.744
347.712227 -4.438024 10.04871919727221 8.575 8.066 7.982
347.712732 -8.16916 11.473229502831382 9.812 9.226 9.139
347.719011 -1.749036 10.557717468525567 9.088 8.574 8.497
347.719125 -10.436789 11.319209510531305 10.199 9.9 9.855
347.720054 -8.623557 9.028108132596214 8.01 7.763 7.734
347.720501 -7.640526 9.699382331201523 7.219 6.478 6.277
347.733385 -3.396832 11.129616368039772 10.053 9.846 9.74
347.756025 -10.993788 10.271575326715867 9.285 9.07 9.027
347.762904 -5.500152 10.986160433204676 9.917 9.665 9.609
347.763453 -4.37551 11.46521706666273 10.341 10.025 9.994
347.764261 -5.801352 11.062283775002014 9.538 9.064 8.921
347.770356 -5.026532 10.544635626755557 9.397 9.089 9.032
347.770784 -10.675547 9.999731379889033 9.102 8.92 8.889
347.774343 -3.871318 10.956125805709762 9.464 8.994 8.862
347.779791 -1.103085 10.240231272107303 8.636 8.12 7.985
347.787137 -8.097004 11.46003111791429 9.788 9.231 9.111
347.787302 -3.717225 10.583530477147743 9.296 8.919 8.818
347.788346 -4.32205 9.04517729229547 8.201 8.018 8.012
347.792127 -9.20648 9.18202917602025 7.41 6.87 6.698
347.79281 -5.512399 11.001510828119201 9.872 9.616 9.521
347.794462 -8.268438 11.398027107617207 9.944 9.448 9.361
347.798708 -1.267284 10.109242726635218 9.431 9.353 9.307
347.801336 -8.187777 9.89920517521094 8.678 8.354 8.253
347.804679 -10.08745 10.404778569223865 8.808 8.342 8.16
347.805108 -10.217788 11.083507980767736 8.962 8.275 8.143
347.813119 -2.919705 11.05816043320468 9.989 9.767 9.681
347.819442 -4.977995 11.488231272107305 9.884 9.387 9.233
347.821459 -3.480685 11.408887539546807 9.889 9.417 9.274
347.831153 -4.191621 11.185344296192774 10.149 9.922 9.862
347.835936 -6.446905 11.010158888796159 9.795 9.442 9.375
347.836288 -8.330517 10.825684703592842 9.272 8.756 8.642
347.84105 -11.208774 11.24318672063488 10.253 10.042 9.993
347.847409 -2.988822 11.043283231437409 9.955 9.698 9.634
347.847496 -5.560365 11.35091200993074 10.12 9.76 9.687
347.856871 -3.464137 11.198936322715308 10.216 10.037 9.96
347.866037 -4.633945 11.288054514634759 10.025 9.675 9.566
347.869969 -10.509525 9.240725352824365 8.367 8.201 8.165
347.886793 -5.540962 11.240839405316262 10.016 9.682 9.588
347.890167 -8.268722 11.256160433204675 10.187 9.928 9.879
347.903143 -5.475892 11.245188531234122 10.204 9.952 9.914
347.917359 -1.520557 10.004085388356092 8.028 7.388 7.252
347.922909 -1.134601 9.251376413192066 7.686 7.141 7.051
347.925486 -1.67582 9.244806501897163 7.399 6.815 6.663
347.932938 -8.060741 11.062493578884546 9.906 9.579 9.534
347.944239 -4.171491 11.08473206114616 9.609 9.106 9.015
347.944591 -6.710316 11.394023777979475 10.463 10.271 10.234
347.947038 -11.172241 11.476093023159443 10.364 10.088 10.026
347.948765 -11.108699 11.134345995319421 9.958 9.621 9.57
347.952437 -10.065466 10.692999057228981 8.965 8.398 8.268
347.956384 -1.1498 10.265684703592838 8.712 8.176 8.082
347.9578 -0.491792 10.322432484786077 8.184 7.52 7.36
347.959666 -7.810172 11.284675527560836 9.126 8.504 8.296
347.961844 -0.990413 11.432716877877667 10.382 10.141 10.086
347.9742 -0.472281 11.176195762499463 9.665 9.165 9.054
347.993238 -6.393396 11.01871919727221 9.545 9.072 8.952
347.99346 -5.434782 10.447884841587232 9.325 9.041 8.979
347.995367 -10.17927 11.272705548449272 9.88 9.431 9.331
348.001668 -10.190138 10.798030561585314 9.104 8.55 8.419
348.006042 -4.573849 11.078549934364403 9.42 8.86 8.748
348.017904 -6.902642 11.13271974045282 10.043 9.73 9.721
348.047863 -8.059588 11.367889074248419 10.067 9.631 9.579
348.050849 -6.757995 10.493956672523295 9.325 9.014 8.943
348.051082 -8.77381 11.032335573311265 9.845 9.49 9.448
348.053992 -2.046922 9.23110895684696 8.38 8.214 8.188
348.054939 -0.058867 10.162675435814888 9.206 9.033 8.964
348.083775 -8.969234 10.748088360051604 8.513 7.84 7.66
348.117066 -11.477104 11.23528641198422 10.224 9.948 9.952
348.120448 -3.7876 11.315873618741291 10.114 9.781 9.705
348.121371 -5.004305 9.675335149297549 7.927 7.365 7.223
348.122193 -9.831427 10.652053582309373 9.715 9.547 9.483
348.122384 -6.670704 10.379956672523296 9.211 8.898 8.829
348.14698 -10.185772 9.463999057228982 7.736 7.164 7.039
348.149189 -10.336219 9.182712161212148 8.03 7.744 7.661
348.158999 -11.899282 11.378029176020252 9.606 9.002 8.894
348.165906 -10.32106 11.498367998140802 9.879 9.325 9.222
348.169955 -1.619692 10.303229502831378 8.642 8.102 7.969
348.175502 -1.884686 11.286075093416333 9.499 8.914 8.782
348.189187 -10.157132 10.903122620700346 9.073 8.444 8.342
348.189578 -7.053057 10.242761126093026 8.631 8.077 7.977
348.192584 -3.572088 11.486479942307842 10.32 9.97 9.94
348.204679 -10.470113 11.341192561124998 10.213 9.909 9.863
348.206541 -11.042479 11.293788069278945 10.058 9.694 9.621
348.208962 -0.111596 11.145214493438594 9.274 8.658 8.53
348.22378 -9.656845 11.027081886329965 9.676 9.247 9.153
348.23445 -5.470749 10.934617263856461 10.02 9.831 9.799
348.235606 -8.154593 9.354761126093026 7.743 7.19 7.089
348.23909 -0.683296 11.038491094041875 10.012 9.786 9.731
348.244304 -0.795331 9.344486523006312 7.602 7.049 6.9
348.25195 -6.247469 11.220044609250124 9.512 8.951 8.822
348.257342 -5.519377 11.227777621174845 8.863 8.202 7.968
348.261346 -0.166705 10.075251999081338 8.384 7.825 7.7
348.266511 -11.514442 10.914359962569677 9.768 9.467 9.404
348.275362 -4.745439 10.915377443790192 9.079 8.517 8.346
348.275789 -11.566541 11.366289747636966 10.162 9.826 9.751
348.276658 -9.778823 10.253805905689013 9.405 9.264 9.214
348.279658 -7.307169 11.06374285157532 9.851 9.46 9.433
348.279864 -4.268613 10.268712161212148 9.116 8.848 8.747
348.28141 -8.842195 11.171119095322634 9.985 9.673 9.589
348.29512 -0.331877 11.133950748506932 9.92 9.601 9.501
348.297575 -1.161255 11.364485218564003 9.82 9.315 9.194
348.322647 -10.88358 10.659716877877667 9.609 9.367 9.313
348.341187 -6.203595 10.74703111791429 9.075 8.512 8.398
348.366909 -7.039118 10.858893276725812 9.035 8.443 8.306
348.369231 -11.344817 10.544156921913892 9.521 9.267 9.242
348.371836 -4.796459 11.437852061990782 9.978 9.505 9.392
348.372507 -0.659487 11.494719221049477 10.327 10.007 9.946
348.374066 -4.613297 11.047791298866716 10.005 9.763 9.714
348.374387 -11.323417 11.361825727844986 10.231 9.943 9.879
348.376717 -6.325682 9.173683088579327 7.137 6.509 6.343
348.383625 -1.459152 9.731960959980817 8.276 7.858 7.692
348.383644 -8.971417 10.334778569223865 8.738 8.184 8.09
348.386033 -6.003358 10.817846589204379 9.764 9.52 9.466
348.386438 -3.935888 10.603139327898438 9.249 8.805 8.724
348.399276 -10.616477 9.063496265468725 6.722 6.051 5.835
348.407581 -11.749348 9.250210003392827 6.986 6.318 6.124
348.411373 -1.185712 11.42576458968242 9.921 9.402 9.313
348.413166 -10.586425 10.477026054104442 8.699 8.137 7.985
348.413817 -3.814346 9.23451865321923 7.734 7.285 7.128
348.419776 -4.804366 10.612445622619246 9.479 9.219 9.125
348.423614 -6.991536 11.239063929049623 8.937 8.253 8.063
348.429868 -6.299227 10.071873618741288 8.87 8.571 8.461
348.434829 -5.16418 11.057214019078856 9.303 8.755 8.597
348.436145 -7.235038 11.212088401553505 9.449 8.894 8.74
348.448499 -6.238412 10.40298357001512 9.122 8.742 8.649
348.459446 -6.610204 10.575160433204676 9.506 9.249 9.198
348.474497 -11.192773 11.46466204967663 10.394 10.107 10.085
348.475895 -3.806022 9.966623655385776 8.902 8.642 8.597
348.485641 -8.607356 10.975081583519158 9.83 9.512 9.467
348.486677 -2.758954 11.449616368039766 10.373 10.111 10.06
348.487171 -9.439687 10.711395902661327 9.626 9.366 9.307
348.48753 -4.906415 11.18062998962419 9.551 9.016 8.89
348.490454 -10.979874 9.697001574310537 8.684 8.444 8.411
348.516781 -11.629372 9.97215692191389 8.949 8.73 8.67
348.520126 -7.443073 11.2124045706309 10.019 9.678 9.617
348.538674 -10.742487 11.272516246728705 9.998 9.608 9.53
348.55335 -5.973899 11.200210306898406 10.759 10.748 10.716
348.555818 -11.979629 11.013403108083596 9.424 8.859 8.779
348.559794 -6.825806 9.394463620997115 7.536 6.962 6.796
348.565017 -4.216439 9.848817238461727 8.152 7.585 7.466
348.573778 -7.681098 9.614489207720325 8.532 8.326 8.215
348.591813 -2.765148 10.572732656783275 8.966 8.45 8.314
348.598888 -0.510063 11.290774529016137 9.827 9.319 9.239
348.606905 -1.576895 11.169953583999998 10.113 9.873 9.813
348.610516 -4.81413 10.94557866370141 9.853 9.532 9.529
348.626414 -10.460807 9.043842326120023 8.288 8.152 8.135
348.632654 -0.031848 11.493199766445668 10.117 9.672 9.578
348.635933 -11.716031 10.272387458620127 8.994 8.597 8.523
348.638261 -0.402373 10.332471324535021 8.127 7.438 7.283
348.654894 -3.91125 10.155426306616903 8.984 8.676 8.6
348.660509 -4.253278 11.159135529667457 10.084 9.812 9.772
348.660822 -6.757127 9.693965064197142 8.656 8.481 8.368
348.660881 -6.758358 11.302347784769069 10.069 13.654 9.634
348.671204 -11.288735 11.157457916165118 9.918 9.561 9.478
348.672027 -10.011785 11.131749379079869 9.974 9.682 9.601
348.674293 -10.17332 10.945318247112592 9.276 8.718 8.6
348.67576 -11.155386 11.499499540185239 10.208 9.793 9.727
348.680951 -6.715586 9.656917422206803 7.993 7.426 7.319
348.692588 -6.413957 10.941135529667458 9.866 9.614 9.554
348.69373 -10.534092 10.822870877790002 9.696 9.419 9.347
348.694568 -4.691624 11.410100592966943 10.442 10.255 10.194
348.697906 -7.079966 11.096846589204379 10.043 9.812 9.745
348.733735 -10.119016 11.243851828125 10.272 10.064 10.022
348.733879 -7.44639 10.042724365787372 8.66 8.199 8.117
348.743741 -6.25532 10.404749379079869 9.247 8.938 8.874
348.750005 -0.585222 11.104188531234122 10.063 9.842 9.773
348.765053 -12.075218 11.474572151140853 10.297 9.945 9.908
348.773446 -7.981419 9.851143411545847 8.802 8.603 8.507
348.775238 -4.147159 11.407002930059356 10.248 9.944 9.874
348.783693 -2.81771 11.46609302315944 10.354 10.082 10.016
348.790442 -2.922943 11.46501004048108 10.228 9.871 9.79
348.791807 -6.456247 10.67528916565504 8.302 7.555 7.404
348.793343 -7.248978 9.036403108083597 7.447 6.915 6.802
348.7934 -7.247154 11.102741128689832 10.967 10.559 11.039
348.794082 -7.28584 11.331360114467637 10.327 10.074 10.059
348.796221 -1.266233 11.496317040766275 10.074 9.566 9.508
348.799697 -10.524173 10.874584448025438 9.5 9.067 8.962
348.806637 -0.271853 11.158051003012115 9.023 8.336 8.2
348.810731 -0.700004 11.31962365538578 10.255 10.003 9.95
348.811867 -11.096651 11.086241355151934 9.988 9.712 9.66
348.833302 -6.469175 11.019309923395566 9.77 9.48 9.322
348.840367 -7.297958 10.690518635918556 9.27 8.763 8.705
348.846097 -0.420684 10.859254224712261 9.26 8.77 8.611
348.865274 -2.546009 11.307199766445665 9.931 9.511 9.392
348.878064 -5.957446 10.759410114080453 8.492 7.791 7.629
348.889778 -10.836197 10.071956672523296 8.903 8.597 8.521
348.890685 -9.34266 10.828819204347957 8.65 7.933 7.814
348.892329 -6.288958 10.765685409243885 9.378 8.945 8.832
348.894007 -1.272062 11.49783287144407 10.394 10.161 10.062
348.903267 -2.279786 10.73861607376329 9.544 9.19 9.141
348.90713 -2.678881 10.950990083761615 10.006 9.789 9.77
348.907375 -6.297612 11.27915888879616 10.064 9.723 9.644
348.919776 -0.314816 11.490278366746336 10.236 9.871 9.784
348.921041 -5.697684 9.221327450017125 8.224 8.018 7.96
348.927852 -6.674504 9.591561490800235 7.941 7.46 7.272
348.929404 -10.804495 9.29021706666273 8.166 7.881 7.819
348.931941 -9.870134 11.15557979782944 10.116 9.869 9.827
348.943817 -2.758087 10.839883567488839 9.478 9.029 8.948
348.946504 -1.00368 11.186567335744154 9.952 9.637 9.516
348.960783 -0.806128 10.185214307402024 9.219 9.013 8.972
348.965613 -1.099976 10.708744484929689 8.736 8.054 7.961
348.971264 -10.562125 10.754141275585324 9.688 9.411 9.382
348.97242 -11.945866 10.732999028359128 9.804 9.626 9.576
348.97561 -3.390936 11.332717459985288 10.298 10.031 10.012
348.977682 -4.619084 11.370562807802308 10.291 10.056 9.976
348.980466 -2.376113 10.696765687136477 9.507 9.178 9.108
348.988762 -9.354319 11.40788109381714 9.677 9.163 8.979
349.010219 -0.614798 11.458832466516535 10.362 10.063 10.035
349.01154 -3.203771 11.151658595950817 9.979 9.636 9.594
349.024001 -11.100234 11.102085642373511 9.706 9.245 9.155
349.030996 -9.983058 11.46592716122703 10.063 9.579 9.508
349.051861 -3.141986 9.336653521727863 8.269 7.992 7.962
