# ra (deg)
# ___ right ascension (J2000 decimal deg)
# dec (deg)
# ___ declination (J2000 decimal deg)
# err_maj (arcsec)
# ___ Semi-major axis length of the one sigma position uncertainty ellipse
# err_min (arcsec)
# ___ Semi-minor axis length of the one sigma position uncertainty ellipse
# err_ang (deg)
# ___ angle of error ellipse major axis (E of N)
# designation
# ___ source designation formed from sexigesimal coordinates
# j_m (mag)
# ___ J band selected "default" magnitude
# j_cmsig (mag)
# ___ corrected J band photometric uncertainty
# j_msigcom (mag)
# ___ combined (total) J band photometric uncertainty
# j_snr
# ___ J band "scan" signal-to-noise ratio
# h_m (mag)
# ___ H band selected "default" magnitude
# h_cmsig (mag)
# ___ corrected H band photometric uncertainty
# h_msigcom (mag)
# ___ combined (total) H band photometric uncertainty
# h_snr
# ___ H band "scan" signal-to-noise ratio
# k_m (mag)
# ___ K band selected "default" magnitude
# k_cmsig (mag)
# ___ corrected K band photometric uncertainty
# k_msigcom (mag)
# ___ combined (total) K band photometric uncertainty
# k_snr
# ___ K band "scan" signal-to-noise ratio
# ph_qual
# ___ flag indicating photometric quality of source
# rd_flg
# ___ source of JHK "default" mags (AKA "read flag")
# bl_flg
# ___ indicates # JHK components fit simultaneously to source
# cc_flg
# ___ indicates JHK artifact contamination and/or confusion
# ndet
# ___ number of >3-sig. ap. mag measurements, # possible (jjhhkk)
# gal_contam
# ___ flag indicating if src is contaminated by extended source
# mp_flg
# ___ src is positionally associated with an asteroid, comet, etc
# j_h ->  Reference:    Input column(s): j_m, h_m, k_m, rd_flg
# h_k ->  Reference:    Input column(s): j_m, h_m, k_m, rd_flg
# j_k ->  Reference:    Input column(s): j_m, h_m, k_m, rd_flg
ra dec Kp j h k
352.457473 -6.780704 11.004654695850975 9.6 9.198 9.044
352.459054 -7.376038 10.86747248656885 9.557 9.158 9.062
352.47273 -2.163166 11.398045831040841 10.297 10.031 9.967
352.480285 -4.837272 11.342120068443805 10.133 9.766 9.718
352.483974 -7.278664 10.495902602913818 9.038 8.53 8.453
352.491553 -5.287053 10.552684703592842 8.999 8.518 8.369
352.507768 -11.908425 9.72141908458872 8.626 8.375 8.3
352.509041 -9.391614 10.45518672063488 9.465 9.215 9.205
352.527871 -9.034796 11.101901597367346 9.917 9.643 9.522
352.550858 -5.305209 9.668419084588724 8.573 8.428 8.247
352.552619 -3.323281 9.223841966492161 8.137 7.911 7.817
352.554109 -4.840323 9.590575326715863 8.604 8.432 8.346
352.558992 -5.711945 11.150081450595053 9.628 9.114 9.012
352.560172 -10.451089 9.164759287702264 8.18 7.963 7.923
352.560221 -3.228772 10.51338813549154 9.469 9.24 9.177
352.566991 -1.113978 10.832675435814888 9.876 9.703 9.634
352.572872 -2.990647 9.457335573311262 8.27 7.968 7.873
352.573599 -0.130086 11.01484285359272 9.686 9.285 9.178
352.584381 -4.84228 9.551719308456976 7.866 7.318 7.184
352.587516 -0.17786 9.359626860508456 7.306 6.703 6.507
352.600163 -11.70768 11.453075093416333 9.666 9.09 8.949
352.61086 -1.856271 10.942119095322637 9.756 9.441 9.36
352.61787 -1.888809 11.472825727844986 10.342 10.05 9.99
352.623604 -7.278731 9.979344296192775 8.943 8.726 8.656
352.640649 -7.759784 10.0463560997996 8.937 8.65 8.601
352.65128 -8.083292 11.418761126093026 9.807 9.305 9.153
352.653661 -11.771988 11.109323045933357 9.749 9.312 9.22
352.669433 -1.888851 11.429914334428522 10.481 10.319 10.243
352.68155 -12.572233 11.219851745649585 10.378 10.222 10.19
352.68305 -6.618094 11.111884841587234 9.989 9.716 9.643
352.688194 -2.121258 10.991613675992184 9.325 8.743 8.65
352.695621 -8.15086 11.368395902661327 10.283 10.046 9.964
352.70202 -6.464889 10.838455474619966 9.725 9.456 9.386
352.714347 -10.155761 9.374868453160891 8.475 8.34 8.261
352.728041 -8.07065 11.322052641348373 10.186 9.893 9.83
352.733674 -5.322277 10.518367998140796 8.899 8.365 8.242
352.734046 -6.592319 11.043747586247987 9.578 9.083 8.989
352.73439 -0.502313 10.703965064197142 9.666 9.466 9.378
352.740504 -6.573783 10.709199766445666 9.333 8.906 8.794
352.756877 -11.304439 10.83600116502344 9.742 9.491 9.417
352.796256 -5.201147 11.081979076179387 10.036 9.792 9.743
352.826132 -12.564471 10.346290402661126 8.491 7.897 7.752
352.829823 -7.899677 11.406124745821405 10.07 9.644 9.557
352.830027 -0.197231 10.311372528683263 8.94 8.468 8.404
352.849273 -0.573678 11.301192561125 10.173 9.867 9.823
352.87447 -10.23027 10.462241355151937 9.364 9.069 9.036
352.881259 -6.623117 9.765084177380073 9.231 9.186 9.157
352.884429 -3.37344 9.492344296192776 8.456 8.255 8.169
352.890779 -11.867017 10.559414840454572 8.857 8.287 8.169
352.904693 -12.430916 11.44108840155351 9.678 9.099 8.969
352.90644 -1.303552 11.386713713645655 9.858 9.342 9.239
352.918473 -7.399922 11.310231272107304 9.706 9.175 9.055
352.923347 -7.06035 11.209283231437409 10.121 9.885 9.8
352.926039 -8.261897 11.346549122877128 9.63 9.054 8.937
352.93522 -11.679177 10.783702028864852 9.266 8.733 8.652
352.943282 -8.328647 9.116979076179389 8.071 7.843 7.778
352.95106 -8.274205 11.265001165023437 10.171 9.905 9.846
352.957684 -6.411965 10.646166714020552 9.231 8.739 8.669
352.958235 -0.307 10.515878732730176 8.86 8.315 8.189
352.970795 -11.154741 10.255164706269754 8.498 7.935 7.791
352.977047 -6.625591 10.920480303388338 9.692 9.376 9.261
352.98142 -0.246967 10.496493578884545 9.34 9.072 8.968
353.002837 -8.334061 10.127562807802306 9.048 8.831 8.733
353.003941 -3.471749 11.047806501897167 9.202 8.573 8.466
353.024286 -5.133146 11.03770202886485 9.52 9.034 8.906
353.036078 -8.933877 9.74989327672581 7.926 7.303 7.197
353.040878 -11.972924 9.566908627293556 8.418 8.127 8.052
353.048759 -9.919999 11.421166714020554 10.006 9.547 9.444
353.058314 -1.285241 11.013785322519755 9.795 9.449 9.372
353.058615 -11.285306 11.27909302315944 10.167 9.886 9.829
353.059067 -10.39012 10.000441508092655 8.898 8.608 8.567
353.063154 -6.893252 11.439359962569673 10.293 10.006 9.929
353.064253 -9.883814 10.126632982960373 9.323 9.211 9.151
353.073734 -11.842742 10.73971930845698 9.054 8.505 8.372
353.078861 -11.040321 9.394322347298116 7.044 6.296 6.154
353.080114 -7.755109 10.47901004048108 9.242 8.926 8.804
353.096182 -11.6932 10.135765687136477 8.946 8.625 8.547
353.102432 -10.231772 10.717480303388339 9.489 9.131 9.058
353.113003 -11.801227 10.878836968039877 9.632 9.257 9.186
353.127034 -12.408532 11.451964975755768 10.126 9.699 9.62
353.128546 -12.26425 9.773524382169889 7.45 6.769 6.569
353.129953 -6.767132 11.187530477147744 9.9 9.512 9.422
353.132403 -6.358948 11.323765687136481 10.134 9.844 9.735
353.138342 -3.19264 11.334158888796159 10.119 9.807 9.699
353.144522 -3.764475 11.369616368039766 10.293 10.039 9.98
353.14587 -6.642847 9.850351446622378 8.713 8.425 8.356
353.163912 -11.329141 9.194395902661329 8.109 7.874 7.79
353.166419 -5.169491 10.43103816062459 9.371 9.128 9.069
353.172701 -10.468411 10.91593569041572 9.49 9.029 8.922
353.17551 -3.110565 9.57910559565684 7.789 7.237 7.071
353.191816 -8.023466 9.597564713163512 8.588 8.366 8.317
353.194926 -0.84271 9.029851828125 8.058 7.826 7.808
353.205957 -3.477189 10.485241355151937 9.387 9.093 9.059
353.208681 -12.410307 10.62583287144407 9.522 9.284 9.19
353.210482 -6.438284 11.444839405316262 10.22 9.879 9.792
353.212821 -3.496474 11.179788069278947 9.944 9.565 9.507
353.213874 -2.621107 11.120238783184195 9.955 9.667 9.576
353.224743 -1.263267 10.181750611842942 9.019 8.725 8.642
353.229674 -10.73831 11.26609302315944 10.154 9.881 9.816
353.230824 -8.243832 11.208738460124996 9.607 9.046 8.957
353.239708 -6.522836 10.735238783184196 9.57 9.249 9.191
353.246099 -11.767661 10.530018197365207 8.662 8.123 7.919
353.249692 -1.074058 10.51768394881335 9.238 8.935 8.766
353.28854 -10.254918 9.623044609250119 7.915 7.391 7.225
353.301181 -3.135839 9.067195229730231 7.071 6.404 6.289
353.304202 -12.394267 10.350635626755558 9.203 8.839 8.838
353.307496 -11.21684 10.924229502831382 9.263 8.752 8.59
353.316056 -12.012476 11.100158411071881 10.028 9.713 9.718
353.333048 -3.623942 11.093387458620127 9.815 9.432 9.344
353.333278 -5.323795 10.10551270077344 8.294 7.679 7.569
353.336389 -6.758525 10.477602839015324 9.371 9.091 9.037
353.339 -8.143859 10.627785801021766 9.23 8.781 8.678
353.344658 -6.971528 10.821311496495731 9.227 8.666 8.58
353.347878 -8.401357 10.236360114467635 9.232 9.02 8.964
353.348395 -4.087349 10.881100622009845 9.818 9.556 9.514
353.35715 -2.646702 9.999616073763288 8.805 8.486 8.402
353.361599 -10.875697 11.376463324195344 10.194 9.896 9.801
353.362251 -8.075466 10.845534055749606 8.819 8.18 8.028
353.377711 -2.986985 11.264481685038957 9.587 9.089 8.908
353.384914 -12.231263 11.203791298866715 10.161 9.914 9.87
353.388271 -8.355964 9.90805171225088 8.281 7.751 7.621
353.410175 -10.518873 11.128749379079869 9.971 9.671 9.598
353.413157 -1.050046 9.650420303277599 8.688 8.465 8.443
353.415014 -3.978633 11.182901744818881 9.898 9.471 9.422
353.417369 -11.274814 11.322616073763289 10.128 9.831 9.725
353.419074 -2.727258 10.725137309542873 9.593 9.327 9.24
353.421251 -1.514441 10.109456256669818 8.91 8.568 8.503
353.432143 -11.977972 11.25225093277236 10.754 10.709 10.692
353.432628 -10.966858 11.454551085754689 10.266 10.034 9.868
353.445503 -0.848416 11.376573637756863 9.637 9.047 8.936
353.447778 -7.008829 11.056305771898666 9.56 9.081 8.956
353.452935 -11.430579 11.211675435814893 10.255 10.047 10.013
353.456175 -7.570786 11.338645795063465 10.239 9.994 9.91
353.464357 -0.779254 10.027121909305977 8.759 8.352 8.296
353.465518 -5.908491 10.704192561125 9.576 9.298 9.226
353.466358 -2.78587 11.417048120218187 9.927 9.458 9.326
353.466359 -10.582489 11.26756280780231 10.188 9.932 9.873
353.467115 -11.422859 10.562206663085938 9.02 8.507 8.395
353.468839 -8.584257 11.441956672523295 10.273 9.973 9.891
353.483165 -11.532877 9.311564616973984 7.163 6.472 6.336
353.492971 -2.835752 10.935549005609099 9.814 9.502 9.469
353.493731 -4.003554 11.30281398170112 10.188 9.9 9.848
353.496541 -11.995274 10.876616368039771 9.8 9.564 9.487
353.497735 -3.853045 11.448750716644028 10.314 10.033 9.959
353.506238 -5.896273 9.472845665943847 7.426 6.805 6.629
353.509843 -3.265262 10.180873618741288 8.979 8.653 8.57
353.53142 -0.971441 10.754018983999995 8.697 8.059 7.897
353.534183 -4.640607 10.441492346632788 8.015 7.292 7.097
353.548452 -1.308268 11.485975022009162 10.332 10.065 9.962
353.551062 -6.152583 11.491192349942478 10.321 10.011 9.938
353.55373 -7.475611 11.435219343139845 9.755 9.137 9.075
353.561096 -7.805497 10.817122846225246 9.057 8.471 8.349
353.569684 -7.689079 11.198597597233032 10.24 9.999 9.997
353.578165 -2.212116 10.510347784769065 9.277 8.907 8.842
353.582118 -9.709021 9.967908627293559 8.819 8.57 8.453
353.596739 -1.521253 11.242750716644029 10.108 9.839 9.753
353.611967 -6.480707 9.160376413192065 7.595 7.073 6.96
353.615022 -10.726942 10.907143411545848 9.858 9.669 9.563
353.62252 -11.375769 10.323481573916245 8.635 8.053 7.952
353.629449 -5.931244 10.79599905722898 9.068 8.509 8.371
353.644841 -3.767823 11.178027798082866 9.165 8.553 8.378
353.652227 -3.405998 11.294335573311262 10.107 9.774 9.71
353.6584 -11.175549 11.409785322519756 10.191 9.867 9.768
353.661112 -2.323407 9.919367998140805 8.3 7.778 7.643
353.666171 -1.505839 10.369269523318604 9.39 9.199 9.136
353.672245 -1.537866 10.38809302315944 9.276 9.025 8.938
353.674592 -10.83904 9.756283231437408 8.668 8.421 8.347
353.676263 -8.062697 10.408825727844986 9.278 8.997 8.926
353.676575 -4.749914 11.184832871444067 10.081 9.79 9.749
353.68545 -10.932396 11.249750716644028 10.115 9.812 9.76
353.713163 -3.699694 11.287884841587228 10.165 9.892 9.819
353.716398 -10.604807 9.167567335744154 7.933 7.607 7.497
353.730278 -6.001791 11.483035279608306 9.702 9.152 8.987
353.735887 -2.357003 11.286226108318818 9.386 8.783 8.633
353.741703 -1.364644 11.191051640277328 9.407 8.797 8.691
353.748357 -9.780297 11.167297204569966 9.365 8.782 8.643
353.751429 -8.213794 10.342550153245469 8.238 7.659 7.424
353.759828 -8.370928 9.882028491905979 8.801 8.58 8.485
353.781762 -9.633776 10.93583287144407 9.832 9.574 9.5
353.782272 -9.663379 10.64448036053109 9.623 9.396 9.345
353.792549 -10.999909 10.876100622009846 9.813 9.561 9.509
353.797385 -4.793881 11.323865511133272 10.373 10.161 10.134
353.798189 -4.46835 10.748749379079868 9.591 9.267 9.218
353.816754 -2.656513 10.917297204569966 9.115 8.558 8.393
353.818997 -2.121329 11.355649557583554 10.282 10.076 9.971
353.848499 -2.434285 10.99805222343209 9.772 9.416 9.343
353.863645 -3.440263 9.50275061184294 8.34 8.073 7.963
353.869645 -2.547553 11.124278366746335 9.87 9.462 9.418
353.889843 -4.360801 11.35731149649573 9.763 9.261 9.116
353.89619 -4.154203 11.176705083873228 9.97 9.612 9.557
353.903893 -9.157025 11.475045831040841 10.374 10.076 10.044
353.909014 -3.732208 11.45662998962419 9.827 9.258 9.166
353.915466 -4.644508 11.33276458968242 9.828 9.35 9.22
353.929129 -8.161313 11.470493578884545 10.314 10.056 9.942
353.947112 -2.506225 11.451388135491541 10.407 10.15 10.115
353.947274 -3.836879 11.425712161212148 10.273 9.991 9.904
353.951948 -10.167466 10.254727979477536 8.14 7.543 7.323
353.953217 -7.930638 10.953575326715868 9.967 9.76 9.709
353.966201 -4.182718 10.579775846650568 9.21 8.731 8.675
353.981827 -9.435396 11.145362278064143 9.34 8.722 8.617
353.991121 -6.834546 11.286100622009846 10.223 9.976 9.919
353.993841 -2.126087 9.957535855914175 8.614 8.209 8.096
354.007196 -11.640675 10.145359962569676 8.999 8.72 8.635
354.020945 -8.087798 10.530113078578982 8.96 8.42 8.323
354.033204 -6.232234 10.341119997235538 9.437 9.301 9.221
354.043667 -7.715601 10.308284591574319 9.256 8.987 8.959
354.052216 -7.801389 10.425229647098883 9.284 9.01 8.924
354.055131 -0.312872 9.49610640878253 8.515 8.343 8.26
354.076452 -10.001418 11.47397494198784 11.404 11.482 11.524
354.092872 -7.396178 11.1204031080836 9.531 9.004 8.886
354.093646 -3.440537 9.174832466516534 8.078 7.826 7.751
354.105455 -3.951084 11.288054514634759 10.025 9.636 9.566
354.127174 -7.376975 11.165472486568849 9.855 9.419 9.36
354.132071 -2.523053 11.413953583999998 10.357 10.101 10.057
354.149441 -9.324868 10.597683025088356 9.414 9.117 9.02
354.156453 -7.069327 11.110192349942478 9.94 9.62 9.557
354.196034 -11.450045 10.75593569041572 9.33 8.834 8.762
354.198605 -7.147116 9.732020319753373 8.552 8.261 8.161
354.204126 -4.21395 11.401791298866716 10.359 10.105 10.068
354.232362 -11.569584 11.046727468243096 9.628 9.135 9.064
354.233601 -6.712818 9.83203816062459 8.772 8.541 8.47
354.249818 -0.150457 10.39127203267584 8.943 8.445 8.363
354.26255 -9.517174 11.349125805709756 9.857 9.389 9.255
354.288468 -3.730257 11.486371544505271 10.102 9.634 9.558
354.289029 -0.439148 10.57081398170112 9.456 9.178 9.116
354.299199 -7.705108 11.394944997228784 10.311 10.078 9.993
354.31695 -2.926121 10.650516476650438 9.508 9.211 9.147
354.335716 -7.465977 10.885158411071881 9.813 9.583 9.503
354.352975 -11.554468 9.78098153474757 8.673 8.757 8.338
354.362416 -9.376643 11.35278726181888 9.095 8.46 8.235
354.363874 -10.318004 9.458182670457159 8.008 7.51 7.427
354.373823 -9.239536 10.00377691192089 7.984 7.414 7.195
354.375098 -9.190335 11.455936617697496 9.916 9.398 9.292
354.401447 -6.82676 11.38705171225088 9.76 9.2 9.1
354.403839 -10.048156 11.056192349942478 9.886 9.588 9.503
354.405694 -3.102234 11.47694549104492 10.601 10.42 10.398
354.454067 -0.663545 9.483020942541199 7.92 7.427 7.286
354.458695 -3.441045 10.592317571322878 9.328 8.919 8.868
354.471165 -9.675767 9.702360114467638 8.698 8.494 8.43
354.474673 -9.911874 11.118740474719884 9.787 9.376 9.277
354.531347 -3.016437 10.880683930702565 9.64 9.276 9.199
354.535592 -2.87839 10.131456256669818 8.932 8.604 8.525
354.54398 -3.759244 9.284865511133273 8.334 8.153 8.095
354.547828 -0.82675 9.152211683423742 7.658 7.191 7.055
354.588343 -7.540263 11.123106408782526 10.142 9.91 9.887
354.58985 -2.381978 10.693583670777155 9.264 8.796 8.694
354.597207 -3.347142 10.914022419016497 9.549 9.11 9.017
354.597533 -2.810986 11.219654695850975 9.815 9.391 9.259
354.599736 -7.810676 10.688564156305215 9.641 9.391 9.347
354.628641 -7.913937 11.430020319753373 10.25 9.948 9.859
354.640328 -4.041804 10.083402907629086 9.028 8.827 8.729
354.648522 -7.053162 11.19680043852544 10.053 9.787 9.691
354.649657 -7.203884 11.375889271440558 10.202 9.931 9.816
354.655244 -7.792193 9.393219343139837 7.713 7.209 7.033
354.659712 -2.563695 10.710911403013814 9.469 9.105 9.027
354.663065 -2.464267 11.087552463031061 10.092 9.89 9.829
354.664224 -3.216722 10.216809362414995 8.755 8.296 8.168
354.667403 -7.824636 11.3063560997996 10.197 9.963 9.861
354.689632 -10.688773 11.24439590266133 10.159 9.967 9.84
354.691956 -2.765362 9.657219343139841 7.977 7.456 7.297
354.701704 -3.993513 11.07028459157432 10.018 9.77 9.721
354.703106 -10.936839 10.35328820034853 8.739 8.248 8.084
354.711133 -9.246196 11.07102849190598 9.99 9.736 9.674
354.72211 -0.730692 10.193853008847253 8.602 8.048 7.956
354.7313 -0.198018 9.578491094041873 8.552 8.316 8.271
354.735911 -8.94028 9.531635626755559 8.384 8.093 8.019
354.743123 -10.491028 10.424825727844986 9.294 9.081 8.942
354.744463 -4.022584 10.437426306616903 9.266 8.979 8.882
354.754802 -3.177538 11.466749379079868 10.309 9.994 9.936
354.755926 -3.176794 10.716742851575317 9.504 9.167 9.086
354.766074 -10.691943 11.121209510531305 10.001 9.7 9.657
354.789826 -10.982943 11.221979432000001 10.031 9.73 9.631
354.805162 -4.255636 10.676248624864689 9.363 8.941 8.866
354.806479 -0.774837 10.743602839015324 9.637 9.357 9.303
354.813681 -9.984835 9.63502377797948 8.704 8.523 8.475
354.817158 -4.15804 11.33967658803315 9.984 9.569 9.458
354.817353 -9.151468 11.353753850913602 10.695 10.632 10.578
354.818369 -3.856548 10.987179015536304 9.837 9.535 9.47
354.823199 -3.177426 10.451524905116301 8.936 8.459 8.323
354.854276 -3.140072 9.62315841107188 8.551 8.349 8.241
354.85851 -3.47615 10.288791298866716 9.246 9.04 8.955
354.865686 -8.811029 9.887776911920893 7.868 7.248 7.079
354.874602 -7.515677 10.485870877790003 9.359 9.087 9.01
354.880152 -9.001395 10.676915479503052 9.029 8.471 8.361
354.884096 -2.861365 9.54083517632283 7.598 6.984 6.832
354.889533 -9.232373 10.80013059941793 9.392 8.952 8.834
354.895708 -10.028149 11.063041112296842 10.13 9.93 9.9
354.907208 -2.705421 11.486800208582801 10.457 10.217 10.174
354.909447 -3.824984 10.263649557583554 9.19 8.928 8.879
354.909837 -9.681678 11.108106408782529 10.127 9.923 9.872
354.912836 -8.870933 9.510549934364404 7.852 7.283 7.18
354.915312 -7.526746 10.483887539546808 8.964 8.4 8.349
354.921859 -9.736562 10.147414840454578 8.445 7.88 7.757
354.942896 -9.141114 11.370369079498726 9.924 9.472 9.345
354.946046 -9.622976 10.126318247112595 8.457 7.937 7.781
354.959929 -3.783351 11.496084522059313 10.463 10.225 10.178
354.960567 -3.139079 11.039418737769473 9.608 9.151 9.037
354.961581 -8.568097 9.723685409243885 8.336 7.942 7.79
354.961618 -2.862543 11.336470071455064 9.161 8.509 8.326
354.964909 -3.212126 11.30993989922058 10.17 9.883 9.811
354.966885 -0.558567 9.370113078578981 7.8 7.305 7.163
354.968937 -8.537846 11.069833559554688 9.631 9.16 9.056
354.979629 -7.602779 10.531561897959488 8.199 7.53 7.315
354.980307 -10.926948 9.571168591473423 8.455 8.169 8.114
355.000568 -8.710002 10.87868394881335 9.599 9.223 9.127
355.001612 -10.443587 11.050231752673426 9.777 9.352 9.31
355.007834 -3.631767 10.724002930059356 9.565 9.26 9.191
355.01514 -4.141181 9.608100592966947 8.64 8.46 8.392
355.025382 -4.048665 9.987335573311265 8.8 8.516 8.403
355.054155 -8.690714 11.353492749603808 9.954 9.509 9.401
355.061562 -10.193797 11.36065352172786 10.293 10.047 9.986
355.071087 -10.236838 10.787979759937725 9.818 9.628 9.569
355.073541 -8.720855 11.028791298866716 9.986 9.731 9.695
355.085466 -4.011166 9.981884064960676 8.407 7.87 7.768
355.088404 -0.467588 11.01731149649573 9.423 8.895 8.776
355.111521 -3.381938 11.395899995511725 9.889 9.402 9.28
355.12035 -10.227829 9.072732656783275 7.466 6.896 6.814
355.124742 -3.591751 10.101422021029961 8.566 8.078 7.944
355.161051 -9.873827 10.389719221049477 9.222 8.925 8.841
355.162743 -9.742501 11.228450011116182 9.865 9.425 9.334
355.163414 -3.546372 10.513595139161072 8.443 7.757 7.639
355.185645 -9.691301 11.339356099799605 10.23 9.967 9.894
355.197744 -3.551802 11.303832466516536 10.207 10.009 9.88
355.221995 -9.512172 11.29685837729496 9.985 9.584 9.489
355.264683 -8.501552 11.450233304428096 10.212 9.896 9.773
355.273237 -3.63008 10.728782222634429 8.648 7.997 7.841
355.30512 -9.440356 9.856917422206799 8.193 7.66 7.519
355.306746 -9.270698 10.83855108575469 9.65 9.291 9.252
355.330718 -9.992666 11.26681398170112 10.152 9.854 9.812
355.349233 -8.629942 9.147535662354173 7.887 7.502 7.43
355.359261 -0.029687 10.541899995511725 9.035 8.508 8.426
355.3659 -10.939741 10.57337202781526 9.022 8.488 8.393
355.411147 -8.836205 11.360770890608102 9.627 9.1 8.928
355.46349 -8.356856 9.696586766642461 8.801 8.611 8.589
355.512654 -8.822164 10.131549005609099 9.01 8.767 8.665
355.526705 -10.443796 11.193408089260277 9.695 9.199 9.09
355.537799 -9.047581 11.476139327898437 10.122 9.682 9.597
355.556249 -8.932441 10.641968611336745 9.205 8.734 8.631
355.598556 -9.462664 11.091529071874124 9.507 8.994 8.864
355.648515 -9.546649 11.376695675722445 10.147 9.776 9.715
355.674276 -9.095916 11.38751935120091 10.27 9.987 9.928
355.769704 -8.962973 9.419091225465163 7.463 6.879 6.693
355.782334 -8.612778 11.307981534747565 10.2 9.92 9.865
355.78959 -9.308077 10.62202849190598 9.541 9.31 9.225
355.83404 -8.796378 11.103248624864689 9.79 9.421 9.293
355.855074 -9.528755 10.190512547134084 9.23 9.03 8.986
355.87776 -8.98547 10.105768404004108 8.747 8.295 8.219
355.895308 -7.923279 10.204596446038703 8.867 8.502 8.353
355.897245 -10.315652 10.9313560997996 9.822 9.488 9.486
355.899653 -10.355838 9.367972878092544 6.939 6.228 6.02
355.902148 -9.673971 9.233982123400311 8.242 8.055 7.981
355.944673 -9.012235 11.051137309542874 9.919 9.663 9.566
356.001281 -10.046174 11.289489207720326 10.207 9.983 9.89
356.055541 -9.609923 10.91528641198422 9.904 9.722 9.632
356.075904 -9.777425 11.145041605484556 9.376 8.817 8.665
356.091625 -10.420076 11.01504583104084 9.914 9.671 9.584
356.127697 -8.152235 10.658229647098878 9.517 9.203 9.157
356.156406 -7.926501 10.995075093416332 9.208 8.698 8.491
356.172368 -7.588807 10.716836449345159 9.709 9.488 9.439
356.181432 -9.348745 9.40809302315944 8.296 8.058 7.958
356.216041 -9.865656 11.195658595950817 10.023 9.703 9.638
356.220912 -8.425252 10.439561490800237 8.789 8.265 8.12
356.243992 -9.632693 11.355567335744155 10.121 9.765 9.685
356.313804 -9.312006 11.138209510531308 10.018 9.757 9.674
356.344234 -9.388278 10.965455420262709 9.016 8.365 8.248
356.358772 -8.20479 10.513027107617201 9.059 8.558 8.476
356.383665 -8.200639 10.344266932155287 9.024 8.687 8.522
356.389547 -8.340829 11.135192561124999 10.007 9.744 9.657
356.46354 -8.054555 10.463812048903774 8.829 8.282 8.166
356.464051 -8.601477 11.068141275585324 10.002 9.751 9.696
356.471511 -8.269078 11.229710228996023 10.215 9.975 9.941
356.496366 -8.025588 11.19571930845698 9.51 8.936 8.828
356.503953 -8.42941 10.945953583999998 9.889 9.657 9.589
356.526756 -8.076103 10.388747586247991 8.923 8.454 8.334
356.540266 -7.608435 11.141887539546808 9.622 9.139 9.007
356.667879 -8.630714 10.264864025549073 8.781 8.246 8.183
356.792651 -8.66702 9.731441508092654 8.629 8.333 8.298
356.797563 -8.322856 11.459158411071881 10.387 10.124 10.077
356.800297 -3.908009 11.178800438525439 10.035 9.756 9.673
356.809425 -7.731524 9.512113078578981 7.942 7.417 7.305
356.82644 -8.086707 10.77297975993773 9.803 9.588 9.554
356.847935 -3.902999 9.121572136612343 8.06 7.81 7.757
356.869446 -8.791384 11.332775846650563 9.963 9.587 9.428
356.911473 -3.542642 10.827286374796932 9.545 9.201 9.071
356.921633 -4.325516 10.10083287144407 8.997 8.751 8.665
356.985834 -7.99557 11.435508291908718 9.24 8.535 8.399
356.999334 -7.599358 10.631839405316262 9.407 9.044 8.979
357.01204 -7.816836 11.468051043021132 10.533 10.316 10.302
357.020828 -8.640386 10.818020319753373 9.638 9.349 9.247
357.023158 -7.600654 10.04802849190598 8.967 8.731 8.651
357.023281 -9.003269 11.278524905116303 9.763 9.25 9.15
357.027807 -7.545 11.397908627293559 10.249 9.947 9.883
357.039318 -4.18808 11.060889271440562 9.887 9.612 9.501
357.042978 -3.484534 9.85012271497743 8.426 7.951 7.859
357.051131 -7.790449 11.1032387831842 9.938 9.596 9.559
357.102693 -9.251677 9.192192561125 8.064 7.821 7.714
357.112115 -7.098179 9.95699905722898 8.229 7.61 7.532
357.117738 -4.683686 9.426101592378467 8.42 8.198 8.151
357.129376 -8.828542 9.17024260975355 7.561 7.031 6.908
357.129408 -6.782309 10.121051003012113 7.986 7.4 7.163
357.186275 -3.218646 11.256100622009845 10.193 9.94 9.889
357.19268 -3.639028 9.130348134848308 6.648 5.912 5.705
357.196426 -7.752605 10.259407038237244 8.514 7.994 7.811
357.205741 -7.412941 9.64596179549801 8.059 7.503 7.415
357.223658 -6.910313 9.870168591473423 8.754 8.502 8.413
357.230537 -7.631392 9.770549122877128 8.054 7.5 7.361
357.245835 -3.932979 10.179937454728766 8.028 7.381 7.2
357.279226 -6.966593 9.570479942307841 8.404 8.124 8.024
357.309355 -9.520986 10.563556575950411 9.8 9.668 9.644
357.313627 -3.765428 11.466917249697987 9.981 9.532 9.382
357.340895 -6.585077 10.610402907629084 9.555 9.294 9.256
357.351497 -8.488301 10.87724862486469 9.564 9.161 9.067
357.352148 -3.498951 11.478833559554683 10.04 9.564 9.465
357.37474 -4.035456 11.27322571661972 9.568 9.005 8.879
357.386034 -6.834683 11.186122620700345 9.356 8.762 8.625
357.389048 -8.566729 10.623965064197142 9.586 9.308 9.298
357.392274 -2.993859 11.089289747636965 9.885 9.546 9.474
357.413282 -6.926109 10.841480360531094 9.82 9.586 9.542
357.41696 -3.011035 11.281531091241561 9.342 8.713 8.577
357.44677 -6.99691 11.4575490056091 10.336 10.035 9.991
357.470767 -9.029612 11.149179015536307 9.999 9.741 9.632
357.490318 -3.58882 9.252901597367346 8.068 7.794 7.673
357.530652 -5.087009 11.394367327709716 10.178 9.825 9.757
