245951623	348.9294520	-10.8044800	9.431	30
246040553	350.8254390	-8.4692720	9.465	30
246024207	354.9128440	-8.8709260	9.525	30
246107890	357.2792000	-6.9665990	9.431	30
245926385	352.4242950	-11.8925930	9.692	30
246455327	355.6742670	0.7536450	9.527	30
246038530	350.8314950	-8.5164730	9.525	30
246356152	351.9443680	-1.9519970	9.891	30
246110405	357.2236290	-6.9103120	9.834	30
246026454	354.8657050	-8.8110290	9.739	30
245925285	352.4408550	-11.9473390	9.836	30
246310506	349.4079420	-2.8547180	9.968	30
246037654	346.1755150	-8.5373640	9.953	30
246456389	355.7376620	0.7900840	9.921	30
246148446	345.7074870	-6.0956420	10.131	30
245950611	348.8897580	-10.8362060	9.963	30
246250328	354.6403420	-4.0417580	10.010	30
246493388	350.2854050	1.8942720	10.069	30
246389038	345.4782600	-1.3027360	10.028	30
245929558	349.2638160	-11.7386750	10.055	30
246359379	351.9150200	-1.8877650	10.202	30
246383893	345.1295770	-1.4062510	10.504	30
246381586	345.1894070	-1.4526620	10.280	30
246378979	353.6661820	-1.5058250	10.190	30
246307076	349.4090850	-2.9243480	10.239	30
246377341	353.6722330	-1.5378480	10.303	30
246057824	356.5267850	-8.0760700	10.388	30
246038238	346.7926250	-8.5234820	10.297	30
246150585	345.7487130	-6.0484010	10.233	30
246251296	354.7444860	-4.0226110	10.566	30
246058719	356.4635400	-8.0545470	10.542	30
246220567	350.7386770	-4.6085490	10.834	30
246395481	351.5472740	-1.1324380	10.506	30
245993003	353.7822860	-9.6633780	10.556	30
246028967	357.9756140	-8.7467500	10.464	30
246494636	349.7564750	1.9301160	10.564	30
246120070	350.0047570	-6.7021760	10.470	30
246387281	345.4489580	-1.3375120	10.748	30
245971569	355.0711200	-10.2368450	10.777	30
246036083	346.1877580	-8.5748830	10.540	30
246148166	345.6654860	-6.1012340	10.790	30
246219239	350.7393360	-4.6336200	11.159	30
245997656	350.6521020	-9.5460760	10.731	30
246109711	357.4132560	-6.9260940	10.520	30
246009072	352.1245020	-9.2522570	10.687	30
246030393	355.0006050	-8.7099810	10.775	30
245934066	348.2664990	-11.5144650	10.819	30
246491480	350.2943570	1.8413060	10.777	30
245994176	353.7817790	-9.6337150	10.805	30
246360984	352.6108710	-1.8562520	10.768	30
245995881	350.6108410	-9.5908330	10.965	30
246226203	351.7936380	-4.5012730	11.008	30
246068942	346.2755950	-7.8234340	10.875	30
246030165	357.9194180	-8.7158860	10.918	30
246176793	347.7629010	-5.5001530	10.831	30
246176203	347.7928450	-5.5124310	10.903	30
246465216	355.5704670	1.0931820	10.873	30
246120533	349.9536620	-6.6919880	10.815	30
246427585	347.3598010	-0.1305230	10.996	30
246303917	347.8474080	-2.9887990	10.843	30
246307322	347.8131550	-2.9197120	10.898	30
246252775	354.7017100	-3.9935030	10.853	30
246453146	354.6288650	0.6782210	11.039	30
246444149	348.3071310	0.3949700	11.107	30
246425829	347.3841110	-0.1894100	10.996	30
245942625	347.9488060	-11.1087580	10.948	30
245929151	349.2948440	-11.7592620	10.959	30
246033493	346.7855300	-8.6362250	11.109	30
246455035	354.6573680	0.7436750	11.016	30
246059992	356.4963590	-8.0255740	11.357	30
246226756	351.8527830	-4.4904160	11.115	30
246396017	351.6123280	-1.1171610	11.065	30
246176018	347.6330210	-5.5162840	11.195	30
246174766	347.8868000	-5.5409880	11.075	30
246378180	353.5967550	-1.5212570	10.923	30
246481974	350.0567230	1.5762710	11.023	30
246242327	359.1908450	-4.1945600	11.305	30
246465392	355.6519980	1.0996650	11.136	30
246036107	346.8066990	-8.5743180	11.260	30
246008920	352.1630470	-9.2567900	11.123	30
246304933	349.9611850	-2.9683320	11.245	30
246173800	347.8475500	-5.5603310	11.282	30
246031188	355.0540060	-8.6906750	11.350	30
245973068	355.0615730	-10.1937910	11.376	30
246480242	350.1026970	1.5290610	11.184	30
246174507	347.6443250	-5.5460560	11.315	30
245933030	348.2757320	-11.5665880	11.128	30
246070960	346.2577390	-7.7791390	11.331	30
246405142	349.3930170	-0.8350960	10.562	30
246408886	351.7444620	-0.7228350	11.206	30
246494296	349.7058360	1.9202130	11.310	30
246302955	350.0195110	-3.0076610	11.319	30
246243611	359.1458650	-4.1704080	11.387	30
246106527	357.4468150	-6.9969150	11.697	30
246411882	352.0986010	-0.6283890	11.355	30
246444548	348.3875800	0.4075330	11.445	30
246410737	351.7662970	-0.6638920	11.254	30
246359324	352.6178390	-1.8887770	11.296	30
245941119	347.9470110	-11.1722400	11.321	30
246413234	352.1586460	-0.5859160	11.311	30
