ra dec Kp
182.516901 0.554872 11.14
182.625666 0.513618 10.84
182.688982 0.679632 11.87
182.70416 0.654688 11.06
182.713656 0.532106 9.87
182.732374 0.398381 11.08
182.748059 1.384484 10.65
182.843636 0.287949 10.31
182.855855 0.193772 7.47
181.336497 -1.255799 10.94
181.341894 -0.81498 11.7
181.347504 -7.21216 11.58
181.356469 -0.068049 11.97
181.358726 -6.742056 10.13
181.359083 -5.439064 10.81
181.366632 -0.971824 9.25
181.368913 -2.329841 9.77
181.372067 -5.848095 11.47
181.373377 -3.572493 11.9
181.383999 -3.757194 11.82
181.392888 -5.973545 11.02
181.398314 -3.910176 11.59
181.403486 -4.951691 11.28
181.415934 -6.802305 11.16
181.428141 -5.688901 9.01
181.428142 -6.531306 10.5
181.432805 -4.155418 10.13
181.434933 -6.27465 10.45
181.436773 -6.727237 11.42
181.43929 -3.379142 11.76
181.440468 -6.540018 11.13
181.442904 -2.528691 10.03
181.448249 -2.10938 10.11
183.46097 0.309818 11.46
181.453459 -5.857718 7.44
181.45412 -6.493936 11.9
181.459754 -8.014644 10.7
181.462924 -6.540347 8.63
181.463798 -6.565203 11.28
181.4673 -5.327312 11.51
181.468434 -0.040944 11.94
181.477705 -2.463263 8.46
181.487256 -3.766069 10.67
181.488788 -1.967536 11.25
181.489667 -2.270161 10.84
181.499227 -3.131553 7.19
181.501136 -3.099316 11.28
181.520388 -4.275648 10.18
181.52083 -2.162917 9.96
181.54374 -1.320554 11.4
181.549749 -5.38283 11.63
181.560033 -3.580665 11.4
181.576084 -3.845816 10.28
181.577011 -5.622034 10.72
181.579005 -6.623276 11.4
181.586838 -4.913996 10.86
179.911269 -5.805346 11.58
179.926959 -6.234952 9.8
179.92753 -6.857294 11.56
179.932118 -6.855055 11.79
179.938622 -3.954885 8.28
179.940032 -5.721729 11.69
179.957248 -6.938864 11.87
179.957632 -4.035888 10.69
179.962765 -6.314668 10.62
179.971631 -6.299562 11.83
179.981595 -5.720819 11.95
183.548399 0.471465 11.28
183.568934 0.623998 10.88
183.661044 0.273303 10.56
183.699457 0.067241 10.0
183.720414 1.968274 11.74
183.773609 1.265091 11.93
183.819323 2.464838 11.73
183.822375 0.015261 11.81
183.845754 1.492124 9.86
183.846981 2.057058 11.79
183.889565 3.288582 10.66
183.898222 3.253725 11.83
183.908368 2.600271 10.89
183.941299 2.438165 11.8
183.984875 1.524936 11.99
183.9919 3.019757 9.66
181.592276 -3.56349 10.51
181.593691 -4.946705 11.92
181.594588 -7.098499 11.1
181.601475 -2.665472 11.65
181.6035 -5.284089 11.88
181.62877 -0.906053 11.74
181.631436 -2.423794 11.95
181.652364 -6.479552 11.62
181.65493 -5.349016 11.34
181.656702 -2.111052 11.33
181.658971 -5.882169 10.29
181.660634 -10.140547 11.42
181.700781 -3.351251 11.83
181.711678 -0.936488 10.22
181.715444 -0.8167 9.97
181.718925 -4.107591 11.76
181.726968 -3.617934 9.45
181.741596 -5.093821 11.45
181.743074 -2.659833 11.87
181.743304 -5.06576 8.62
184.014122 2.838494 11.84
184.02226 1.953574 10.44
184.040166 0.27 11.87
184.058646 2.397633 11.06
184.06007 0.080296 11.82
184.065143 1.941531 11.39
184.076804 1.166157 10.34
184.126118 2.672101 10.35
184.14903 0.143327 11.93
184.152226 2.300576 10.51
184.153825 2.982368 9.92
184.156029 1.751606 11.43
184.159827 2.587612 11.08
184.181061 2.320269 9.88
184.186554 3.061691 10.32
184.199044 2.555759 11.98
184.216276 2.96797 11.33
184.243168 0.352132 7.64
184.257921 1.979085 11.17
184.281773 1.712472 9.09
184.292812 2.912343 10.19
184.31423 0.177389 10.26
184.315632 1.338689 11.86
184.32938 1.35735 11.73
184.329668 1.751203 11.55
184.337696 0.252118 11.59
184.353334 1.126962 11.98
184.363867 2.918033 11.92
184.36605 2.887832 9.87
184.3925 1.087936 10.47
184.432401 0.031622 9.47
184.465507 3.269247 11.52
181.747771 -0.610237 11.49
181.77533 -1.037851 10.64
181.781581 -2.920214 10.31
181.79529 -2.327283 11.99
181.797574 -0.629972 7.39
181.799675 -0.500864 11.25
181.806102 -4.40825 10.57
181.8129 -5.733699 10.16
181.824457 -8.905384 11.04
181.824581 -9.419029 11.6
181.830826 -5.853339 10.24
181.833131 -4.322899 11.1
181.848928 -2.654 10.66
181.854711 -4.122452 11.36
181.858389 -0.829062 11.64
181.864753 -0.15627 11.95
181.882356 -9.228446 11.12
181.884803 -5.509937 11.93
181.889301 -5.507193 10.9
184.477781 1.440407 11.74
184.489748 1.575321 7.7
184.49783 2.394461 10.33
184.518048 2.585429 9.97
184.539539 1.462575 9.34
184.556904 1.945895 10.45
184.579625 3.101114 8.18
184.618139 1.404436 11.35
184.626085 2.188356 11.11
184.687138 2.880816 11.98
184.697028 1.097249 11.52
184.715771 0.010014 9.57
184.741609 1.997639 11.27
184.745268 3.242951 11.95
184.752712 1.380422 10.75
184.75399 1.16597 7.53
184.7639 2.917896 11.42
184.774218 2.780729 10.2
184.777664 2.949872 11.98
184.783666 2.946516 9.68
184.792294 1.916842 10.61
184.816009 1.948614 10.8
184.831463 2.443207 10.92
184.83251 1.44653 11.1
184.845634 2.996924 11.73
184.891018 1.926169 10.43
184.891364 2.726628 9.72
184.900324 0.968445 11.4
184.906082 3.079148 10.49
181.900328 -9.749504 11.63
181.905357 -3.558683 11.44
181.911932 -9.348806 11.69
181.922245 -0.080479 11.94
181.924289 -5.288348 11.77
181.927319 -0.396199 11.68
181.942146 -8.915937 10.91
181.946315 -8.486036 7.68
181.948821 -2.753003 11.83
181.950055 -4.939934 11.74
181.954591 -3.130495 8.64
181.969689 -8.093101 11.28
181.975092 -2.662876 11.95
181.976204 -4.986798 8.86
181.981428 -2.776165 11.5
181.986317 -0.660437 10.21
181.993356 -8.522195 10.07
182.001335 -9.875824 11.53
182.013041 -2.401343 11.91
182.01975 -3.04774 10.59
182.030644 -8.969352 11.88
182.031019 -2.930519 10.82
182.032405 -0.398202 9.42
182.037332 -2.370885 11.65
182.042254 -9.131362 10.43
182.050811 -10.176376 11.14
182.051924 -4.287018 7.42
182.060089 -0.624779 11.73
182.061316 -10.01097 11.27
182.065542 -1.085231 11.39
182.07245 -0.619015 10.82
182.07515 -0.105987 10.54
182.078776 -9.144329 11.81
182.079478 -2.090419 8.96
182.086227 -8.675444 10.68
182.08689 -4.022002 11.49
182.092772 -0.482627 10.46
182.09364 -7.207343 11.79
182.115813 -2.367435 11.72
182.118994 -3.492552 9.22
182.119945 -2.984915 10.72
182.120582 -2.982846 11.01
182.129319 -9.999427 9.83
182.145299 -0.486772 10.08
182.146136 -0.456759 10.21
182.15902 -8.118308 7.89
184.973281 0.053263 10.15
184.982151 1.008665 11.82
184.997269 2.352789 10.3
185.108526 0.233588 11.85
185.127667 2.958283 10.55
185.141229 0.016793 11.49
185.141834 1.514815 9.47
185.177605 3.154368 11.79
185.188715 2.252031 11.44
185.210437 0.275291 10.53
185.210988 0.926301 11.29
185.215431 2.934616 10.85
185.240382 2.160895 10.03
185.240566 2.513195 10.44
185.263655 1.918651 11.88
185.302194 2.972752 11.78
185.321982 2.851259 10.98
185.351976 2.728143 8.3
185.353176 3.161054 11.99
185.398067 0.103637 11.11
182.166117 -0.416398 11.98
182.166369 -8.747139 11.67
182.174867 -2.215873 11.28
182.177737 -8.204282 10.79
182.186852 -6.939022 11.51
182.195167 -3.605494 11.75
182.196738 -9.509645 11.64
182.196894 -6.712403 11.88
182.204702 -2.464505 11.79
182.207081 -2.942122 11.52
182.207169 -7.955417 11.94
182.217128 -3.274978 10.75
182.218286 -1.586828 11.0
182.222329 -0.758917 10.18
182.22511 -8.64341 11.3
182.233355 -8.784284 10.77
182.233528 -10.016271 9.88
182.258099 -7.251065 11.47
182.265513 -1.38598 11.68
182.268685 -6.389092 11.68
182.279816 -8.353321 10.98
185.470856 1.911772 10.14
185.490214 3.01385 11.14
185.502669 1.27958 11.93
185.503386 1.046497 9.84
185.676454 2.629623 11.8
185.728521 3.070066 10.85
185.767692 2.410774 11.53
185.772305 0.821705 11.18
185.776961 2.772865 10.88
185.793832 2.695641 10.97
185.799042 0.890508 11.63
185.821926 2.006876 11.76
185.832983 2.8157 9.85
185.841238 1.535862 11.37
185.871041 1.069596 11.91
185.876269 2.852065 9.7
185.889728 2.127071 11.97
185.910597 1.52281 9.09
182.308469 -8.194657 11.7
182.311035 -10.04715 10.94
182.316522 -8.786268 11.25
182.317092 -8.62641 10.64
182.34073 -6.873767 9.8
182.34914 -2.754137 11.36
182.352009 -10.053209 11.87
182.352236 -7.11657 10.47
182.356042 -7.93408 10.55
182.357697 -0.758528 7.94
182.371585 -8.932299 11.52
182.377285 -10.136953 11.08
182.386275 -9.665341 10.47
182.389705 -0.102333 11.23
182.398039 -2.303104 11.97
182.398561 -6.669189 10.5
182.407578 -0.060922 11.92
182.41107 -7.953745 11.93
182.411131 -1.42608 11.84
182.412636 -0.773591 9.49
182.414022 -8.559749 9.44
182.419441 -7.021176 10.15
185.945759 2.274627 11.57
185.958679 1.650864 10.1
185.983986 2.446556 11.78
186.000606 1.632702 11.03
186.015306 1.993042 10.61
186.019538 2.297887 9.86
186.034086 2.47227 11.18
186.041498 3.02692 11.82
186.050946 2.186574 10.89
186.174653 2.421667 10.7
186.176015 2.423302 9.13
186.177222 2.424404 11.84
182.421771 -6.941041 11.44
182.425236 -6.132268 11.37
182.438585 -6.288699 10.61
182.441139 -2.315249 11.0
182.443925 -8.820782 9.33
182.446831 -6.334249 9.75
182.448992 -5.225738 7.46
182.453372 -1.006143 8.56
182.460684 -0.887313 11.11
182.46376 -6.827726 11.06
182.464752 -8.205376 11.94
182.475732 -0.622064 11.39
182.482267 -8.370391 11.54
182.498875 -6.947269 11.69
182.528185 -8.549093 11.97
182.534558 -9.927595 11.98
182.536117 -6.29546 9.83
182.543446 -7.232707 11.26
186.418454 0.031912 11.86
186.465041 0.837856 11.83
186.512887 0.793786 11.52
186.620584 0.976452 10.74
186.627533 2.240001 11.86
186.638698 2.442313 8.42
186.644365 2.369321 10.86
186.714919 1.884454 11.31
186.718581 2.303909 11.72
186.727903 1.076229 10.88
186.746827 2.673342 9.53
186.749409 1.566165 10.37
186.841168 2.351318 11.89
186.877513 2.897752 10.21
182.558534 -0.912006 11.12
182.56366 -7.053068 9.19
182.564471 -5.825845 11.98
182.566245 -9.714282 10.87
182.576423 -6.375453 11.85
182.579834 -0.738566 9.87
182.581155 -6.911498 11.65
182.583369 -8.796078 9.73
182.585105 -6.464862 10.75
182.588948 -5.230182 10.97
182.590791 -8.046568 10.76
182.591491 -6.466293 10.63
182.603385 -9.527588 9.1
182.613498 -0.62538 11.32
182.621062 -8.269637 10.12
182.62199 -6.423911 11.66
182.634969 -8.268598 11.82
182.64009 -8.791022 10.97
182.645411 -8.684674 11.66
182.651432 -8.580684 11.42
182.652037 -6.868803 11.45
182.6669 -4.51883 11.49
182.668951 -6.596729 10.16
182.671309 -10.093084 11.1
182.671751 -9.401892 7.84
186.926318 1.837431 9.01
186.938931 2.21395 11.99
186.971379 1.870469 10.0
186.985284 1.456807 9.51
187.005139 1.536673 11.29
187.006159 1.497101 11.83
187.043685 2.536992 10.11
187.050429 2.823422 11.28
187.058631 2.8894 10.63
187.070704 0.597517 10.37
187.086457 0.708974 11.25
187.087044 1.038349 11.94
187.123241 1.81844 11.95
187.134841 1.613642 11.36
187.153764 1.617203 9.62
187.160158 2.47527 10.74
187.163831 2.302581 11.83
187.188507 1.643108 10.21
187.191178 2.037491 11.52
187.225741 1.148519 8.72
187.269697 0.558313 11.9
182.701143 -9.397199 7.32
182.706029 -0.333017 11.12
182.712991 -0.444474 9.02
182.721011 -10.088877 11.42
182.723158 -0.002154 10.79
182.728648 -3.761058 11.27
182.729079 -4.347388 11.22
182.749084 -8.165899 11.59
182.749923 -5.985155 11.34
182.751106 -10.114548 11.95
182.75153 -9.765198 11.92
182.759162 -5.726413 11.56
182.764369 -9.571735 11.59
182.767675 -5.159485 11.22
182.768321 -6.049508 11.17
182.770966 -7.330083 11.04
182.782817 -8.515385 11.04
182.786215 -6.553187 8.47
182.799765 -3.977833 9.98
182.800855 -10.123583 11.94
182.804377 -5.858765 11.32
182.805076 -3.39194 10.99
187.302875 1.176565 10.09
187.336109 1.315097 10.55
187.340238 1.114705 11.94
187.342584 1.977813 10.43
187.451106 1.166228 11.52
187.478113 2.462303 11.07
187.516468 0.781904 10.71
187.518876 2.235237 11.9
187.52797 1.248501 11.4
187.543888 2.231641 10.02
187.544741 1.36414 11.79
187.547415 1.268532 11.3
187.553902 0.936893 10.3
187.575506 1.280396 9.93
187.582428 1.996865 11.67
187.608363 1.05085 10.76
187.619258 0.574396 9.16
187.65789 2.408204 11.42
187.685159 0.827472 11.11
187.692916 0.65598 11.34
187.711187 0.854556 9.88
187.726176 0.664792 8.47
187.728648 2.49715 10.51
187.755799 2.743767 10.98
182.819246 -5.103319 10.49
182.824511 -5.92608 8.2
182.829191 -6.927138 11.43
182.832753 -3.731436 10.52
182.835897 -4.358817 11.51
182.84084 -3.77886 7.07
182.845614 -3.210485 9.49
182.850993 -10.092356 9.74
182.854835 -10.044389 10.04
182.864352 -6.695146 10.49
182.864501 -6.876505 11.61
182.868693 -7.988608 10.63
182.876503 -3.846265 11.38
182.880323 -8.570516 10.88
182.884007 -9.637099 9.49
182.888782 -6.598786 11.79
182.889178 -9.071837 11.12
182.89604 -3.829237 11.49
182.915298 -9.721836 10.17
182.915827 -6.789897 9.79
182.923754 -7.313961 11.11
182.933886 -7.076866 11.21
182.939398 -8.499991 11.86
187.758208 2.290317 10.02
187.762666 2.109253 8.93
187.765756 1.459094 11.66
187.797303 1.084679 10.23
187.797884 1.331644 8.79
187.810335 1.328156 8.76
187.81088 1.326973 7.83
187.813494 1.124812 9.22
187.825168 2.7327 11.03
187.838692 1.912887 11.92
187.944025 1.935907 11.42
187.945637 0.866981 10.87
188.040819 0.403087 11.7
188.051273 2.605767 11.94
188.083999 0.438727 10.21
188.145041 2.007792 11.83
188.162038 2.637987 11.24
182.959337 -2.582484 11.47
182.959593 -8.912021 11.96
182.963916 -5.363633 11.1
182.970144 -7.251467 11.35
182.978968 -9.469381 10.77
182.979577 -5.452829 11.76
182.99935 -9.800648 11.95
183.004154 -3.592295 11.41
183.004724 -6.886987 10.11
183.009888 -10.062217 11.54
183.019946 -3.214872 10.89
183.026221 -7.331754 10.61
183.031067 -3.645329 9.13
183.03804 -9.794202 11.79
183.044868 -5.290664 10.87
183.059354 -4.401953 7.77
183.06064 -3.421843 11.37
183.061893 -7.001071 8.59
183.064066 -6.599723 11.25
183.073719 -3.565015 10.97
183.074218 -7.143973 10.35
183.082098 -5.974856 10.61
188.217406 1.396749 11.34
188.222624 2.414872 10.34
188.24873 1.078725 10.65
188.257832 0.544325 10.63
188.260849 0.847015 11.89
188.261248 2.622951 11.22
188.284979 1.043984 7.91
188.29376 1.694474 11.95
188.33665 1.969072 11.99
188.359972 0.882057 11.55
188.365358 2.371182 10.51
188.374738 1.969069 12.0
188.387156 1.86765 10.77
188.399677 0.317263 10.7
188.425526 1.024188 11.06
188.438223 0.709985 10.32
188.441605 0.670456 10.41
188.443649 1.732434 11.52
188.463629 1.95126 11.63
188.490225 0.311254 11.47
188.51762 1.000892 10.97
188.57812 0.573469 11.03
188.579238 2.444557 9.02
188.579254 2.393029 8.61
183.087052 -10.305875 10.92
183.091618 -5.657519 11.78
183.092581 -6.955549 10.55
183.092999 -2.413761 11.51
183.09482 -6.359466 9.63
183.109304 -4.258129 9.86
183.120343 -3.084592 7.43
183.12972 -10.244447 11.89
183.13531 -5.159125 11.55
183.144769 -5.52243 10.22
183.151949 -8.907684 11.51
183.156749 -2.948075 11.1
183.161357 -8.56986 10.25
183.165404 -3.581189 11.86
183.173334 -1.692686 10.9
183.175442 -2.472801 7.66
183.184063 -4.223596 11.54
183.196266 -3.854504 11.9
183.19635 -6.833322 11.98
183.204704 -10.345331 10.53
188.729613 1.345615 11.14
188.75048 2.057114 11.55
188.765473 1.688146 11.79
188.774901 2.006177 11.79
188.800234 1.114365 11.85
188.811734 2.323908 11.85
188.816411 2.261008 7.17
188.837034 1.079719 11.37
188.840686 1.670466 11.8
188.870264 1.276538 11.77
188.901359 2.355184 10.84
188.937763 2.104477 11.65
183.214724 -4.601667 10.77
183.214807 -9.869681 11.93
183.215975 -7.038583 10.52
183.216029 -7.035205 11.27
183.22505 -8.421039 11.84
183.230315 -5.548181 11.0
183.230417 -6.857775 11.81
183.234435 -6.805179 8.57
183.239582 -0.925402 10.53
183.24165 -9.522997 11.51
183.244224 -1.005247 10.63
183.253297 -5.917884 11.78
183.253775 -10.090993 11.41
183.257838 -3.183466 11.54
183.258307 -8.65227 11.99
183.259058 -3.318227 11.63
183.269986 -1.527761 9.82
183.283528 -8.854261 11.28
183.288544 -9.033828 11.32
183.295614 -3.582868 10.7
183.302161 -8.8516 11.83
183.305413 -8.982233 9.78
183.306045 -8.268245 10.97
183.308937 -6.265807 11.97
183.322424 -3.381449 9.51
183.328148 -2.963943 11.96
183.336239 -9.079666 8.51
183.336536 -3.56467 11.15
183.346533 -8.177465 11.67
183.346578 -9.481575 10.62
189.271108 0.825919 10.2
189.30282 1.132154 11.82
189.316761 0.483344 11.57
189.33791 1.204834 11.95
189.363657 0.16341 11.3
189.409123 1.247063 11.38
189.42887 1.401074 10.86
189.494473 0.466514 11.46
189.497916 2.220219 10.83
189.554275 1.979884 7.95
189.577868 1.024473 9.5
189.610654 0.906458 11.88
183.3474 -1.445382 9.98
183.348282 -1.025126 11.49
183.357818 -0.697612 11.34
183.363241 -4.457933 11.51
183.368559 -2.313765 11.26
183.368809 -5.54041 10.89
183.374195 -7.516228 11.83
183.392346 -5.59539 10.81
183.40085 -1.237076 8.32
183.4024 -8.306733 8.43
183.404948 -3.650583 11.91
183.405342 -9.513391 7.42
183.405388 -7.35317 11.9
183.425994 -8.129033 11.92
183.426074 -9.892358 11.91
183.427518 -10.443928 11.64
183.429207 -6.545827 11.54
183.429751 -7.122744 11.94
183.444807 -6.270604 10.93
183.452971 -8.123667 8.92
183.456642 -9.027347 11.68
183.468908 -3.831886 11.74
183.470056 -8.2503 11.7
183.470069 -0.639082 7.7
183.470987 -9.980736 11.91
183.472467 -0.393492 9.11
183.476919 -0.458763 11.91
183.477014 -7.292058 11.35
189.634355 0.217343 8.54
189.639543 1.202941 10.85
189.672601 1.389663 10.85
189.676386 0.920058 11.67
189.681859 0.828989 11.6
189.691395 1.505203 11.21
189.709689 1.675163 9.82
189.776078 1.148852 10.73
189.794211 0.666224 11.15
189.810082 1.915839 11.05
189.819015 1.484805 11.25
189.861948 1.03292 9.63
189.868877 0.985858 11.38
189.880148 1.522417 11.61
189.938373 1.817884 11.55
189.955973 2.075058 10.91
189.963747 1.864773 10.91
189.97398 1.145712 10.5
189.980935 2.332719 10.4
190.007754 0.899132 10.04
190.024048 1.09306 11.11
190.03192 0.341304 10.49
190.040528 1.727081 9.08
190.054859 1.104245 10.41
183.480003 -7.224144 11.31
183.483108 -1.793186 11.77
183.499939 -1.215391 10.24
183.504071 -8.958415 11.66
183.504692 -10.135737 8.95
183.507456 -9.434662 8.55
183.510229 -2.39736 11.38
183.515823 -9.123488 10.9
183.520406 -0.342322 11.12
183.522752 -3.264441 11.69
183.523445 -5.276639 11.04
183.530694 -1.360773 11.1
183.532796 -0.847639 11.63
183.53785 -7.509619 11.8
183.538366 -9.70377 10.56
183.53847 -1.24914 10.68
183.538794 -0.041873 11.35
183.540724 -1.59081 8.35
183.544121 -1.642151 9.69
183.547995 -5.283727 11.81
183.548051 -0.127801 10.72
183.554191 -9.145255 11.43
183.554572 -6.482945 11.3
183.555344 -6.829321 10.97
183.559045 -1.168718 9.91
183.561131 -5.739496 11.86
183.564413 -5.716595 6.87
183.571054 -8.577439 9.18
183.574446 -9.752076 10.44
183.577917 -6.649689 9.28
183.580034 -3.36916 11.0
183.583571 -1.202315 11.94
183.585881 -1.292073 11.37
183.58708 -8.785731 9.23
183.592783 -10.28998 10.75
190.057721 1.825051 11.12
190.076602 1.862102 11.72
190.09617 1.688083 11.44
190.124507 0.758709 10.39
190.125151 1.600891 11.26
190.13978 0.286545 9.91
190.164468 0.208869 11.96
190.168112 0.263602 9.42
190.177675 1.298476 9.49
190.181186 0.675991 11.64
190.228323 0.912554 11.46
190.261948 2.299845 9.36
190.296402 1.108114 11.57
190.34525 2.228361 10.37
190.354447 1.718398 11.05
190.36613 1.076095 11.27
190.379256 0.971866 11.36
190.384646 1.997681 9.36
190.447222 1.405237 11.9
190.480871 0.740899 11.6
190.496299 1.316834 11.99
190.509539 0.884949 11.84
183.602988 -5.389437 9.68
183.613595 -8.240728 10.63
183.619438 -6.00454 11.88
183.626865 -2.951085 11.71
183.631103 -2.614216 11.33
183.645761 -9.562626 11.98
183.646001 -0.994158 9.41
