180.0009500000, -1.7582440000,      11.37, 0
180.0114480000, -2.2435710000,       9.91, 0
180.0187010000, -8.1430130000,      11.09, 0
180.0213230000, -5.2970310000,      10.05, 2
180.0228650000, -4.9871950000,      10.65, 2
180.0245490000, -4.9980830000,      11.78, 2
180.0296780000, -2.5571970000,      11.17, 0
180.0510410000, -4.7556210000,      11.02, 2
180.0574990000, -10.0939290000,      11.25, 0
180.0590530000, -7.8179620000,       9.00, 0
180.0597590000, -5.7016030000,      11.90, 2
180.0654140000, -5.4991990000,      11.67, 2
180.0659230000, -7.3258370000,      11.30, 0
180.0689140000, -4.9529960000,      11.44, 2
180.0695270000, -6.4076810000,      11.83, 2
180.0722720000, -9.4046590000,      11.46, 0
180.0729190000, -11.7324240000,      12.00, 0
180.0732350000, -10.6297210000,      11.98, 0
180.0736290000, -8.2361060000,      11.06, 0
180.0809630000, -5.6839570000,      10.29, 2
180.0827190000, -8.8643060000,      11.51, 0
180.0837260000, -1.1329650000,      11.12, 0
180.0838240000, -8.0103780000,      11.95, 0
180.0900690000, -1.0767420000,      11.46, 0
180.0918580000, -9.2715590000,      11.77, 0
180.0928340000, -0.0396980000,      11.57, 0
180.0994900000, -5.7923410000,      10.58, 0
180.1009190000, -0.6917470000,       9.21, 0
180.1133590000, -1.5525990000,      11.30, 0
180.1143860000, -4.5488450000,       8.19, 0
180.1190430000, -7.7834930000,      11.28, 0
180.1255040000, -10.4910820000,       9.80, 0
180.1302890000, -11.8971780000,      11.29, 0
180.1358980000, -2.1301640000,      11.65, 2
180.1361300000, -9.4262180000,      10.94, 0
180.1432150000, -6.1009520000,      11.44, 2
180.1456120000, -7.1196080000,      11.83, 0
180.1474760000, -1.6798880000,      11.82, 0
180.1491800000, -9.0518510000,      10.37, 0
180.1527780000, -8.2628900000,      11.18, 0
180.1593030000, -5.1206260000,       9.05, 2
180.1601150000, -9.7456210000,      11.70, 0
180.1622930000, -7.7114410000,      11.63, 0
180.1633460000, -11.8511880000,      11.48, 0
180.1650900000, -5.9828160000,      11.61, 2
180.1723010000, -10.8257480000,      11.50, 0
180.1736910000, -8.3335950000,      11.56, 0
180.1745370000, -2.9308420000,       9.33, 2
180.1775180000, -8.4009500000,      11.72, 0
180.1782940000, -11.0567450000,      11.90, 0
180.1806860000, -2.9405870000,      11.38, 2
180.1809570000, -11.0099590000,       9.77, 0
180.1883880000, -10.0846590000,      11.76, 0
180.1983370000, -9.9600240000,       8.88, 0
180.2015570000, -8.2830920000,      11.64, 0
180.2067100000, -7.0545090000,       9.77, 0
180.2098750000, -1.2666880000,      11.29, 0
180.2129440000, -10.1280140000,      11.21, 0
