229061224	186.6910553	-0.1833150	8.526

201413152	182.3576850	-0.7585440	8.285

228781119	186.9990387	-7.5680981	8.764

228899329	186.7928314	-3.2875230	8.460

201299177	181.4777110	-2.4632610	8.852

201085616	183.0619150	-7.0010640	8.603

229164725	188.5792999	2.3930399	8.898

201101802	181.4628990	-6.5403690	8.597

228823923	185.7342377	-5.7800188	9.008

201130547	181.1870890	-5.7732350	8.711

229114251	187.2257538	1.1485250	8.965

228930027	190.4582520	-2.7504511	8.786

228796120	192.8101959	-6.9449768	9.069

228757035	190.7708130	-8.6101408	8.849

229166612	188.5792542	2.4445119	9.156

228952767	188.9506226	-2.3418400	9.211

229133837	190.5989227	1.6159050	9.077

228977940	186.6198425	-1.8879390	9.429

228758266	185.5176086	-8.5576611	8.761

228734658	186.7104340	-9.6365461	9.139

228780831	186.9232330	-7.5817528	9.299

229113371	187.8134918	1.1248280	9.334

228785951	192.6038666	-7.3635578	9.431

228723337	184.8676147	-10.1908693	9.252

229101328	190.8770447	0.8127120	9.244

228850371	186.9845886	-4.6777210	9.541

201515363	181.1644470	0.7595940	9.326

228770061	192.1189117	-8.0449858	9.549

228834788	189.6867981	-5.3281441	9.358

229024432	191.9827271	-1.0103080	9.295

229079720	190.1680908	0.2636160	9.372

228985703	192.7906036	-1.7483150	9.217

228898114	189.6985168	-3.3090711	9.446

229062677	186.6422424	-0.1488100	9.436

201467243	184.4324030	0.0316370	9.467

228855821	187.6926727	-4.4455371	9.467

201412179	182.4126580	-0.7736480	9.538

201511428	181.1219380	0.6978720	9.509

228902151	186.8326569	-3.2382679	9.510

229127118	186.9853058	1.4568170	9.736

228784557	192.6273346	-7.4223900	9.677

228834106	189.5798645	-5.3585491	9.563

228813422	186.3620605	-6.2169099	9.703

229133911	187.1537628	1.6171770	9.812

229109930	189.8619537	1.0329040	9.733

201165665	181.0974330	-4.9224650	9.592

201464438	184.3505190	-0.0110340	9.608

229045654	190.0004578	-0.5293470	9.712

228849790	185.6223907	-4.7013421	9.638

201658221	184.7836770	2.9464760	9.457

228759949	190.9311981	-8.4850597	9.895

201127882	180.5789800	-5.8377800	9.755

201652287	185.8762510	2.8520770	9.679

228859270	186.1629028	-4.2995229	9.665

201277354	183.8976460	-2.7928980	9.696

229134259	190.6571960	1.6252110	9.745

228806049	186.7869263	-6.5276451	9.903

228752884	182.5833893	-8.7960939	9.818

201518261	182.3787210	0.8033750	9.822

229101444	190.9594574	0.8157380	9.654

228725316	182.8509827	-10.0923405	9.836

228968185	187.7911987	-2.0668719	9.759

201109198	182.4468360	-6.3342860	9.738

228856248	187.6197510	-4.4276819	9.839

228849302	185.9237823	-4.7207050	9.777

228748659	183.3054199	-8.9822340	9.448

228739927	188.1265869	-9.3868084	9.843

201129979	180.5913250	-5.7880000	9.849

228862367	185.7955017	-4.1717992	9.681

201649952	185.8329660	2.8156780	9.736

228734666	186.6530151	-9.6361113	9.749

201193341	183.1093090	-4.2581440	10.061

201616438	186.0195450	2.2978890	9.891

201654566	184.3660910	2.8878440	9.911

229102880	187.7111664	0.8545450	9.876

228903514	188.8465576	-3.2138879	9.924

201617921	184.1810840	2.3202770	9.947

228726859	182.2335968	-10.0163116	9.799

229080617	190.1398010	0.2865240	9.783

201386192	183.5590790	-1.1687100	9.726

228819084	186.0410156	-5.9851089	9.814

201660388	184.1538000	2.9823610	9.874

229119550	187.5755157	1.2804019	9.968

228855016	190.6752014	-4.4792428	9.905

228709679	188.8323669	-10.8744440	9.894

228963953	187.7976074	-2.1440029	9.965

228733091	186.8960419	-9.7120914	9.934

229106647	190.7997589	0.9470570	9.841

228812764	186.4528809	-6.2442660	10.253

228851831	185.4888000	-4.6145139	10.102

228790929	186.7451324	-7.1571770	9.980

228933769	190.4292755	-2.6831729	9.965

201294760	181.4429090	-2.5287150	10.078

228726299	182.8548126	-10.0444221	10.088

201474238	181.4583380	0.1340160	10.103

229049265	187.0400238	-0.4470350	10.039

201431499	182.1452660	-0.4867300	10.178

201288952	180.6503760	-2.6156080	9.876

229115319	187.3028870	1.1765590	10.029

228807607	186.7523346	-6.4623761	10.268

201244088	184.8216300	-3.2989650	10.015

201574329	185.9586800	1.6508570	9.947

201115468	179.6678040	-6.1618170	10.167

228783708	192.3442078	-7.4575672	10.172

228857338	189.6952515	-4.3788471	10.006

201094853	181.3587610	-6.7421100	10.067

228955567	188.9220734	-2.2927899	10.088

201084880	182.4194440	-7.0211490	9.727

228987222	192.7308197	-1.7201720	10.001

228840073	186.5931702	-5.1073909	9.980

229020433	187.0234375	-1.0973090	10.195

228804239	191.1821442	-6.6010261	10.041

228834920	188.8579712	-5.3226399	10.071

228719452	188.6304474	-10.3783998	9.988

228733739	186.8403168	-9.6800776	10.080

201656130	184.2928130	2.9123140	10.070

228773998	185.4634247	-7.8764691	10.083

228854380	186.3199768	-4.5068870	10.108

201386279	184.5389680	-1.1672990	10.173

229135012	187.1885071	1.6430960	10.233

229064219	187.6260223	-0.1098900	10.176

201433531	182.1461320	-0.4567590	10.334

229086591	188.0840149	0.4387320	10.014

201419619	181.9863050	-0.6604500	10.052

229037441	190.3488617	-0.7165580	10.103

201445669	181.1639520	-0.2808150	10.248

228742653	186.2543335	-9.2580404	10.218

228821138	185.3875885	-5.8958201	9.768

229111865	187.7973022	1.0846680	10.175

228932843	190.4842682	-2.6995530	10.160

228971703	193.8553772	-2.0012529	10.268

228729990	189.4488983	-9.8663101	10.081

201477134	184.3141800	0.1773330	10.337

201473727	181.5225770	0.1270820	10.270

228856524	186.3619385	-4.4162068	10.180

228941902	188.7499542	-2.5365059	10.178

229126998	191.4448700	1.4538490	10.322

229004284	192.3556061	-1.4151900	10.072

228855946	186.7668457	-4.4403572	10.294

228871352	187.5515289	-3.7810359	10.123

229097470	188.4382324	0.7099810	10.269

228723727	184.9016876	-10.1719999	10.363

228824634	185.6775513	-5.7506399	10.236

201127676	183.7672230	-5.8440660	10.000

228851838	186.4848938	-4.6140380	10.209

228808967	183.9519958	-6.4030871	10.259

228979538	186.5490570	-1.8593130	10.404

229095965	188.4416351	0.6704440	10.216

229123814	191.4333801	1.3813510	10.378

201215767	184.0815260	-3.7344150	10.268

201592394	184.8909930	1.9261710	10.360

201449415	181.1993750	-0.2267200	10.448

229141080	190.9093323	1.7851890	10.303

229011954	186.4871063	-1.2755790	10.245

201594160	184.0222860	1.9535820	10.343

228732283	183.5744324	-9.7520847	10.280

228854757	187.5951538	-4.4906602	10.298

201133876	184.1154590	-5.6933730	10.131

229043377	190.0478058	-0.5815830	10.349

201431768	182.0925170	-0.4826300	10.618

228850202	187.0464020	-4.6843061	10.599

201158054	182.8192590	-5.1033220	10.499

201102104	181.4280610	-6.5313400	10.687

229114143	189.9739990	1.1456840	10.408

201105824	180.9134620	-6.4267310	10.324

201226471	181.5922780	-3.5634640	10.500

