220715353	15.3407278	11.9127264	8.437	30
220504920	18.4429951	6.8810740	8.446	30
220190134	13.2250328	-0.3813490	8.383	30
220492497	18.1627445	6.5933399	8.517	30
220539539	10.0412149	7.6560378	8.695	30
220653241	12.0723581	10.2579346	8.695	30
220544741	11.0822582	7.7707472	8.536	30
220235168	18.7674904	1.2340220	8.544	30
220622287	14.3020506	9.5281096	9.030	30
220184821	16.7687397	-0.5920940	8.895	30
220179846	13.9445610	-0.7948760	8.774	30
220406074	11.7081690	4.8363380	8.842	30
220621919	14.3700008	9.5197220	8.947	30
220727623	19.4022694	12.2964134	9.068	30
220582324	11.8075638	8.6440039	9.125	30
220563448	9.8222485	8.2072086	9.016	30
220699421	14.2989550	11.4560661	9.138	30
220651572	12.0316277	10.2177172	9.119	30
220284621	10.8701191	2.3078351	9.268	30
220636054	12.2003880	9.8434534	9.225	30
220419589	17.0347214	5.0969110	9.117	30
220563581	14.4222984	8.2103558	9.267	30
220269206	19.7268391	1.9816090	9.115	30
220188470	13.2264938	-0.4476870	9.242	30
220390128	9.4271040	4.5164838	9.229	30
220363916	9.5485830	3.9815650	9.123	30
220652905	19.0747204	10.2503014	9.286	30
220516706	19.3936176	7.1500812	9.676	30
220469713	11.1659927	6.0820031	9.065	30
220523907	14.5558348	7.3033228	9.275	30
220401561	10.5820589	4.7461228	9.409	30
220485263	12.0510750	6.4350319	9.318	30
220636243	12.3647251	9.8477764	9.558	30
220564271	9.8796110	8.2262173	9.410	30
220542420	10.0743427	7.7204380	9.501	30
220284064	13.8738556	2.2965529	9.449	30
220540875	19.0716381	7.6866932	9.430	30
220270836	19.6886692	2.0148599	9.616	30
220495589	23.2807751	6.6663122	9.383	30
220392240	14.5951891	4.5593581	9.471	30
220719586	14.9418097	12.0425739	9.647	30
220155692	17.0379848	-1.6877520	9.529	30
220330817	16.8244572	3.2949741	9.399	30
220303654	18.4853516	2.7117829	9.610	30
220491435	19.9556923	6.5698709	9.432	30
220716782	15.3357944	11.9549646	9.761	30
220376741	15.7834568	4.2425108	9.412	30
220358346	16.2210026	3.8686481	9.446	30
220416730	15.6935368	5.0421810	9.775	30
220229832	15.8076544	1.0482330	9.502	30
220685843	19.9723015	11.0827723	9.335	30
220409205	11.6626911	4.8939528	9.475	30
220292523	11.0414410	2.4764481	9.797	30
220716268	15.6839819	11.9405451	9.536	30
220483091	23.6196918	6.3864112	9.492	30
220195180	14.2077456	-0.1855310	9.432	30
220412094	11.7104473	4.9522648	9.479	30
220395050	10.4805632	4.6151881	9.715	30
220574720	9.7469110	8.4781199	9.609	30
220508611	18.4415340	6.9624610	9.801	30
220407060	10.7041044	4.8549471	9.609	30
220451237	22.2946529	5.7072701	9.262	30
220662964	20.4828758	10.5024738	9.453	30
220495236	18.1666584	6.6583052	9.681	30
220701812	15.5807972	11.5218840	9.624	30
220722432	14.7378674	12.1328659	9.811	30
220547198	11.1132898	7.8254552	9.770	30
220530298	18.1281834	7.4427929	9.683	30
220259230	10.7335434	1.7599320	9.827	30
220404775	10.5829039	4.8104391	9.696	30
220166114	12.9836454	-1.3474550	9.756	30
220272431	15.0540895	2.0483010	9.905	30
220228790	12.1834288	1.0133780	9.628	30
220485374	23.5979538	6.4375949	9.582	30
220451656	23.2489586	5.7155051	9.782	30
220492557	23.0262718	6.5946450	9.726	30
220514934	12.0176687	7.1087928	9.899	30
220520477	14.5169220	7.2313981	9.662	30
220191128	12.7211752	-0.3422640	9.658	30
220449471	16.5180264	5.6712890	9.767	30
220339873	17.8777637	3.4796989	9.718	30
220203325	13.2513857	0.1146050	9.847	30
220302343	18.5559864	2.6815131	9.789	30
220434390	14.7728319	5.3819361	9.508	30
220181320	13.8894062	-0.7370780	9.779	30
220602210	17.5297222	9.0743618	9.976	30
220510221	15.6236668	6.9985328	9.832	30
