ra dec Kp
10.618468 7.627499 9.37
10.631086 2.192069 10.13
10.631951 4.72654 10.74
10.6493 8.863736 10.3
10.670582 1.695172 8.66
10.680822 3.790275 8.9
10.681829 4.881407 11.47
10.685237 2.399963 10.69
10.69139 1.900873 11.55
10.700912 1.39739 10.11
10.703993 8.71482 9.6
10.704124 4.854933 9.72
10.705539 1.749889 10.73
10.723269 4.188738 10.73
10.724125 1.30554 11.24
10.727699 2.236151 11.42
10.730411 9.66077 11.94
10.730965 4.134719 11.49
10.733276 4.018319 10.88
10.733501 1.759921 9.78
10.733943 8.445587 11.09
10.734534 8.484676 11.78
10.73655 7.261596 11.37
10.739924 1.292802 8.38
10.743253 4.642842 10.42
10.744529 1.826703 10.37
10.75023 3.69395 11.19
10.755572 9.019012 8.41
10.761565 6.184619 11.84
10.765924 4.877082 10.83
10.767671 8.57391 8.89
10.784082 6.056401 11.87
10.791954 4.990092 11.38
10.793195 7.635594 10.27
10.79403 7.436397 10.9
10.794792 2.314203 10.66
10.798766 7.209194 11.38
10.802175 1.470802 11.82
10.803872 7.321535 10.11
10.82276 2.053635 8.0
10.824434 4.570236 10.29
10.833211 2.114769 11.87
10.83323 3.841296 11.7
10.848485 2.584103 7.92
10.864539 7.589119 11.9
10.870085 2.307832 9.0
10.874692 8.179429 11.95
10.875959 9.105692 10.65
10.877117 1.999409 11.52
10.880627 6.154147 9.01
10.884598 4.891242 11.13
10.885223 8.454093 11.94
10.892619 1.392096 11.79
10.898109 9.523292 10.99
10.911135 7.617874 11.53
10.918264 2.009258 10.53
10.919988 9.681861 11.73
10.932932 3.771742 11.36
10.944135 2.257493 11.96
10.952426 2.321578 11.82
10.965932 1.990281 11.99
10.96768 2.206636 11.74
10.970991 7.555178 7.98
10.972184 1.495034 11.22
10.979766 0.955333 11.62
10.995018 8.211431 8.77
10.995582 4.206664 11.94
10.999226 2.404687 10.91
11.005479 9.549394 10.04
11.008211 9.146414 10.76
11.012478 2.022931 11.51
11.014234 6.235968 11.98
11.016053 7.32183 11.65
11.017535 1.737734 11.95
11.030921 2.690824 10.68
11.039041 6.206015 11.42
11.041439 2.476557 9.63
11.050081 1.670993 11.7
11.050779 4.450409 11.15
11.051647 5.898122 10.65
11.052004 6.430329 11.11
11.05327 7.199947 11.61
11.055374 6.34113 11.47
11.068531 5.892876 11.62
11.07616 9.139035 11.36
11.082259 7.770733 8.61
11.085209 4.488987 11.97
11.086267 9.126274 11.82
11.088809 4.123209 8.8
11.103515 9.410047 11.71
11.113311 7.825474 9.77
11.114839 9.09996 11.47
11.125384 8.095046 11.93
11.1271 4.239427 11.26
11.127815 2.782873 11.53
12.659101 -0.361327 11.43
12.666403 -0.080538 8.54
12.675658 -0.192541 9.92
12.714948 -0.31291 11.99
12.716528 -0.376815 11.54
12.721191 -0.342225 9.89
12.741059 -0.38111 11.24
12.770491 -1.00434 9.39
12.785361 -0.3297 11.14
12.819161 -0.535689 8.76
12.847788 -1.386526 9.84
12.867415 -1.28441 9.39
12.90823 -0.488406 8.52
12.927809 -1.32208 11.85
12.944891 -1.385005 11.15
12.98361 -1.347455 9.79
13.006643 -1.586936 11.37
13.035921 -1.085476 11.04
13.06072 -0.797815 11.25
13.071713 -0.364532 9.26
13.089913 -0.099173 11.42
13.102199 -1.106704 10.33
13.149579 -0.585866 11.09
13.192982 -1.991962 11.59
13.212498 -1.900838 8.47
11.134578 6.241739 11.85
11.135972 8.373281 11.66
11.145652 8.904076 11.38
11.165985 6.082012 9.38
11.168365 2.305876 11.92
11.179697 6.000722 11.16
11.18359 7.618977 8.49
11.194047 2.311337 11.75
11.19425 3.825943 10.7
11.203652 3.91795 11.32
11.203981 2.101758 11.49
11.211273 9.030435 10.91
11.21373 8.696372 11.16
11.215473 3.706545 9.46
11.220451 4.328266 11.03
11.225827 6.308127 11.06
11.235839 4.357621 11.77
11.236758 6.376797 11.42
13.225025 -0.381374 8.21
13.225066 -0.640137 11.2
13.226472 -0.44772 9.18
13.235026 -1.004708 11.23
13.282048 -1.590637 11.87
13.311681 -0.502537 11.31
13.317123 -1.107575 11.81
13.32755 -1.889552 9.98
13.345165 -1.586252 11.86
13.345497 -0.775822 9.38
13.351828 -1.841131 11.93
13.39954 -1.019332 11.42
13.401013 -0.042703 10.6
13.488719 -0.723634 11.68
13.554962 -1.022342 11.4
13.574515 -0.524962 10.9
13.584488 -0.117836 11.43
13.585159 -1.43898 11.49
13.600456 -0.462129 11.98
13.634032 -0.383439 8.85
13.706468 -1.557503 9.51
13.707581 -1.554889 11.25
11.242667 5.411763 11.97
11.247344 2.252309 9.7
11.247733 4.05908 11.15
11.248022 1.281644 11.54
11.252939 4.010442 11.7
11.26059 5.489134 11.75
11.263547 4.334793 11.38
11.267829 5.55515 10.61
11.268806 5.552964 9.97
11.270397 1.785483 7.73
11.271208 0.6084 10.8
11.291193 4.312992 10.94
11.2954 8.076808 11.47
11.295853 1.262061 11.71
11.306521 6.465413 10.83
11.307022 8.533801 10.31
11.309698 5.414842 11.04
11.310346 6.586621 11.08
11.3143 6.589776 11.34
11.32933 2.6093 11.85
11.339141 2.251453 11.52
11.343517 6.364835 9.86
11.350932 4.004008 11.66
11.354603 6.192249 10.33
11.366694 9.214089 11.33
11.368909 5.267307 11.87
11.37249 5.631413 10.82
11.389171 1.664069 11.88
11.38923 3.737835 10.02
11.395939 1.250496 11.5
11.397229 5.400183 9.31
11.407888 0.82019 11.2
11.409776 5.226482 11.98
11.416442 0.727036 11.41
11.418137 7.845039 7.58
11.422006 9.173629 11.64
11.437232 2.487663 8.68
11.45297 7.497346 11.33
11.466339 8.551502 11.36
11.467182 3.220823 11.2
11.472483 8.404892 12.0
11.477437 0.579415 7.6
11.481125 5.79812 11.95
11.484567 0.505788 11.27
11.486288 2.582806 11.99
11.505402 6.563554 11.63
11.505422 0.75551 10.79
11.507426 0.51616 9.73
11.51286 2.699948 10.91
11.512876 5.578374 11.1
11.514941 5.279718 8.59
11.524141 6.09017 7.79
11.528184 10.111489 10.87
11.537984 7.797197 10.37
11.538648 8.437777 10.64
11.548515 0.985746 10.97
13.756945 -0.589011 11.48
13.80695 -1.503344 8.29
13.807206 -0.131713 11.05
13.830793 -0.487301 10.82
13.842072 -1.234561 11.58
13.842505 -0.771272 11.61
13.853061 -0.300741 11.38
13.889424 -0.737083 9.93
13.900371 -1.253065 10.35
13.914469 -0.129065 10.88
13.931559 -1.449808 11.8
13.94453 -0.794921 8.73
14.026839 -0.388909 9.76
14.07544 -0.69427 11.46
14.143514 -0.574283 10.93
14.146868 -1.303208 11.2
14.155201 -0.62133 10.79
14.173818 -0.425951 11.48
14.190468 -0.948236 11.67
14.207682 -0.18558 9.64
14.244125 -0.239165 10.71
14.25198 -0.472135 9.29
14.261369 -0.700724 10.39
11.551779 1.997771 10.84
11.553094 1.868504 10.12
11.557762 1.725441 11.74
11.575063 3.238765 10.71
11.581291 5.760345 9.05
11.581778 10.235999 10.03
11.58209 10.236102 10.55
11.583644 3.109797 11.35
11.585891 1.524349 11.68
11.590679 5.32885 9.77
11.593638 0.727821 12.0
11.604599 0.582348 11.16
11.662693 4.893899 9.61
11.671899 1.53204 11.97
11.672401 8.785928 11.94
11.673218 6.574139 11.65
11.677452 8.009255 10.69
11.681763 6.244311 11.01
11.686681 5.345744 9.06
11.692862 2.356867 8.7
11.69634 6.636416 11.82
11.697898 1.544135 8.55
11.704221 6.213922 11.82
11.708178 4.836316 8.75
11.708934 8.136488 11.41
11.710428 4.952255 9.65
11.723583 8.30799 9.63
11.733756 5.366993 11.82
11.736091 9.808069 9.93
11.742281 2.967782 11.38
11.743399 8.517306 11.52
14.459532 -1.053968 11.54
14.474324 -0.776296 11.77
14.485481 -0.104402 11.96
14.501244 -0.747907 9.01
14.578195 -0.349612 11.2
14.641936 -0.254485 11.81
14.81173 -0.429421 11.54
14.83532 -0.674621 7.69
11.746557 8.402331 11.66
11.757527 2.818724 11.61
11.758169 10.2514 9.72
11.766125 2.738552 11.31
11.768536 6.154941 11.58
11.769439 4.864816 11.58
11.774071 6.198051 11.42
11.777428 3.17344 11.14
11.782726 2.978805 11.58
11.783942 9.469217 11.82
11.796259 8.623253 10.9
11.798616 6.39734 10.59
11.800543 8.126116 11.63
11.80197 9.724709 11.16
11.802211 5.426568 11.08
11.807562 8.644006 8.94
11.844145 10.449232 11.03
11.847806 8.420507 10.26
11.848396 6.74091 6.55
11.849013 6.442399 10.9
11.853776 8.506058 11.03
11.854198 5.194305 11.83
11.860424 8.594876 10.14
11.86563 9.881813 11.02
11.867573 6.271385 11.3
11.871908 7.68645 11.79
11.876395 5.393627 11.01
11.886625 9.786371 10.18
11.887049 6.362441 11.68
11.889294 6.379266 10.93
11.893017 3.308248 11.88
11.912426 2.993133 9.11
11.917704 5.402283 10.67
11.927042 5.91594 10.27
11.938004 0.742104 11.87
14.969978 -0.693508 9.92
15.271597 -1.254017 11.81
15.354354 -0.243531 11.82
15.393027 -0.320398 9.08
15.406847 -1.40288 11.5
11.946838 2.9042 8.66
11.951991 6.031942 11.22
11.956902 2.135269 11.98
11.957343 9.686312 11.32
11.968927 7.824406 10.81
11.983707 2.213056 10.77
11.985764 1.690054 11.65
11.987892 2.239582 11.81
11.988634 6.482217 11.02
11.996041 9.308421 10.68
12.010204 5.103556 8.8
12.014312 5.030567 11.61
12.016215 1.987491 11.97
12.01766 7.10882 9.87
12.020985 3.012509 10.76
12.022554 4.612848 11.43
12.024394 10.332018 11.57
12.031675 10.217703 8.99
12.037748 9.697906 11.25
12.047008 7.047058 11.39
12.050174 2.541645 9.21
12.051049 6.435032 9.42
12.056494 2.729546 8.55
12.06323 1.16135 11.58
12.069828 10.080271 11.91
12.072359 10.257935 8.48
12.07346 9.611918 11.07
12.074816 10.052266 10.65
12.082282 5.742137 11.95
12.095993 5.280486 6.06
12.110192 2.131415 10.15
12.111451 0.91153 10.94
12.120146 1.008914 11.5
12.123652 9.833958 10.91
12.123904 3.09869 11.17
12.125013 9.061995 11.63
12.130762 10.299633 11.95
12.137138 6.078208 11.14
12.152847 5.521532 11.27
12.156611 3.201915 11.26
12.160681 1.631999 9.75
12.172024 6.681263 11.04
12.172878 10.335704 11.79
12.178579 9.607491 10.2
12.182998 4.724972 11.83
12.183437 1.013405 9.8
12.188961 1.649186 11.52
12.198687 10.06011 11.86
12.199216 5.965354 9.72
12.200336 9.843452 9.08
12.203318 10.765036 10.41
12.205814 7.004461 9.45
12.218398 2.690519 11.23
12.229613 9.521804 10.6
12.236785 0.970319 10.56
12.244945 4.379581 11.99
15.498489 -0.07412 11.74
15.972405 -1.050136 9.77
12.250683 1.468314 11.53
12.259805 5.06792 11.62
12.260079 6.520578 11.77
12.272809 6.617423 11.84
12.277334 0.874123 11.78
12.278613 5.133971 11.21
12.28351 1.917771 9.6
12.290147 10.678168 11.36
12.290395 4.868009 10.96
12.29417 5.509751 10.1
12.307585 2.286004 9.78
12.312878 6.79916 11.21
12.315718 0.049671 11.68
12.325152 0.266614 10.25
12.348672 4.488407 11.9
12.359862 2.876273 9.49
12.364699 9.847747 9.44
12.368381 9.057076 11.24
12.369234 2.019268 10.39
12.371165 6.858512 9.13
12.379994 1.260017 11.08
12.389278 4.928067 9.09
12.397505 10.02011 11.07
12.406071 1.427238 10.98
12.409485 9.568386 11.82
12.412704 9.792686 10.01
12.414723 2.699216 11.67
12.415326 0.342733 11.09
12.416342 6.407133 7.35
12.426867 8.967819 11.69
12.438584 0.025807 10.21
12.445354 0.259492 9.82
12.450992 7.351625 10.25
12.464355 10.256791 11.76
12.474529 1.670259 9.74
12.475087 0.407212 11.49
12.475615 10.754762 8.97
12.479243 8.752845 11.11
12.490591 3.950793 11.6
12.491296 9.081348 11.29
12.491835 9.249575 10.18
12.491967 3.726754 11.82
12.495787 10.28949 11.47
12.502693 2.624782 11.21
12.504546 5.945729 11.92
12.512529 5.86725 10.9
12.524026 1.224247 11.29
12.525542 10.181847 9.63
12.53494 7.442893 8.29
12.536857 8.44917 11.96
12.537028 2.663466 11.94
12.541312 5.758688 10.95
12.548125 6.726265 8.65
12.548778 1.207835 8.75
12.555739 3.690636 11.97
12.573026 8.626144 11.96
12.57312 0.512467 11.79
12.578244 10.871082 11.95
12.580917 9.127314 11.78
12.583391 9.862143 9.14
12.586898 5.374554 11.36
12.588172 10.782688 11.68
12.600391 0.316136 9.57
12.603219 5.322421 11.54
12.608378 3.718556 11.55
12.61346 9.160796 9.68
12.613783 3.902751 11.74
12.618154 5.702637 11.27
12.619722 7.102063 8.18
12.622032 5.66787 11.96
12.622968 5.79994 10.29
12.623607 1.869285 11.31
12.628239 6.568276 11.45
12.633078 3.869831 10.75
12.638347 2.020843 10.08
12.639057 10.411553 8.76
12.641454 8.458039 11.09
12.642582 0.495293 8.22
12.645444 3.546019 11.25
12.657571 9.56424 10.19
16.131101 -0.916468 9.74
16.157443 -1.125629 10.54
16.174004 -0.610861 11.73
16.184817 -1.111462 11.38
16.229726 -1.014012 10.77
16.257944 -0.913044 11.56
16.384721 -1.548004 11.71
16.411495 -0.854732 10.64
16.517517 -1.481759 9.53
16.52267 -1.908551 11.98
16.557995 -0.858378 11.35
16.564254 -0.265294 8.71
16.588431 -0.430949 11.65
16.600056 -0.627308 11.18
16.601975 -0.686677 11.58
16.607136 -0.749459 8.3
16.612496 -0.838221 11.98
16.662663 -1.733955 11.93
16.695586 -0.248211 11.64
16.695673 -0.254367 10.76
16.698431 -0.937569 8.6
12.66391 1.248062 11.84
12.714335 10.364293 10.41
12.715233 6.951986 11.69
12.715727 8.68009 11.56
12.716148 10.856343 11.71
12.720047 6.106546 10.83
12.733131 0.247997 11.93
12.739042 9.670043 11.73
12.741263 1.883972 11.81
12.752534 5.639906 9.28
12.754268 8.3363 8.87
12.758676 9.228774 8.74
12.760071 3.470034 9.61
12.762812 8.687449 11.93
12.765726 6.89981 7.9
12.769868 9.516767 11.8
12.772057 10.915283 11.61
12.776197 11.130005 11.57
12.78881 4.955347 11.04
12.790019 5.955745 10.31
12.791248 8.57733 11.65
12.807379 4.764228 11.25
12.810779 6.232726 10.83
12.817402 5.789846 11.26
12.823208 10.760652 11.86
12.82639 3.385045 7.13
12.843716 8.386257 11.89
12.854009 10.63669 11.91
12.856834 5.737594 11.16
12.861625 1.287261 11.29
12.867424 1.902839 9.7
12.867471 1.904167 11.56
12.868541 5.790808 11.1
12.879782 5.540486 10.63
12.895803 3.667743 11.06
12.899783 3.218586 10.42
12.905504 4.022426 9.24
12.909078 6.581185 11.82
12.924676 10.185951 10.93
12.926904 6.247959 10.04
12.938791 0.330599 11.88
12.945658 10.014676 11.28
12.945994 11.273664 9.86
12.949332 8.574497 11.46
12.968901 9.990126 11.87
12.97132 5.856536 10.51
12.977931 6.974961 10.94
12.984414 4.060312 7.85
12.986125 5.377417 11.43
12.99073 10.432668 11.49
13.006536 9.31222 11.31
13.012834 10.660656 11.77
13.01708 0.822422 11.27
13.01712 5.07188 11.49
13.017213 0.445653 11.29
13.024592 1.831546 11.06
13.031646 10.601169 8.49
13.03368 3.245476 10.81
13.036092 9.628831 11.73
13.039026 6.803 11.12
13.043702 0.526767 10.75
13.049443 9.436021 11.71
13.054117 9.696922 11.87
13.067626 4.129667 11.45
13.06818 3.766558 11.45
13.079774 10.794715 11.99
13.079947 5.064703 11.24
13.081469 3.782064 11.68
13.092434 9.624857 10.98
13.094689 1.836808 10.98
13.102863 8.767944 11.64
13.104685 11.178263 11.95
13.105151 3.376049 11.32
13.106858 6.680407 11.69
13.107841 5.229228 11.01
13.108566 10.55073 12.0
13.110455 6.788544 10.95
13.118153 9.100652 11.33
13.118881 8.685541 11.42
13.122035 9.186016 11.58
13.123356 0.435445 10.24
13.125375 6.765957 10.03
13.128471 4.16101 10.59
13.132248 3.31675 11.96
13.132412 7.888546 11.26
13.137119 8.665433 8.48
13.138532 10.711558 9.95
13.147368 3.346137 10.24
13.169264 6.66524 9.17
13.173255 6.193099 11.83
13.174881 6.196796 11.72
13.175085 10.913923 10.1
13.180375 5.578721 10.08
13.181334 6.342474 11.78
13.18313 7.70195 8.57
13.1845 9.842485 11.02
13.190975 0.747804 11.43
13.19555 9.803431 8.37
13.197036 8.823408 10.67
13.197173 3.3677 11.58
13.21013 3.817529 8.98
13.214113 3.58017 11.07
13.218708 6.416432 10.76
13.224386 5.917568 11.55
13.233265 5.333232 11.43
13.238569 4.027704 10.72
13.240004 9.589859 10.68
13.24005 9.832906 11.88
13.241747 5.718319 11.63
13.246832 3.887958 11.99
13.247223 3.097202 11.36
13.247298 1.570002 11.91
13.248955 5.151347 11.22
13.251381 0.114628 9.91
13.259704 9.663266 10.94
13.263968 7.924229 10.39
13.275323 7.48613 10.1
13.277514 11.154229 11.89
13.288028 9.34051 11.47
13.288723 9.726041 11.15
13.289101 8.899604 9.87
13.291621 0.169732 10.58
13.309594 0.055275 11.35
13.311214 0.833837 11.39
13.312175 8.721831 11.64
13.31651 11.150922 11.32
13.31829 3.687661 10.5
13.331221 4.086235 7.26
13.344472 2.604088 11.6
13.345179 9.042378 11.19
13.349153 0.725799 11.92
13.350453 9.620556 11.92
13.350559 9.729744 11.14
13.356178 11.145667 10.75
13.35794 2.615334 11.17
13.359691 2.967723 11.57
13.361264 0.899033 10.52
13.36886 3.30263 8.92
13.372694 9.31084 9.21
13.391448 8.901331 11.35
13.394609 10.50328 11.14
13.396212 9.427532 11.87
13.396316 9.608274 11.21
13.398918 7.247666 11.87
13.399192 5.986569 9.15
13.400294 3.928305 10.22
13.401295 3.561215 11.65
13.403317 2.82743 10.85
13.41129 6.108908 11.91
13.414769 7.282789 11.65
13.418 9.762351 11.52
13.420498 10.291074 10.23
13.445006 2.729028 11.52
13.45003 9.334099 11.25
13.454401 3.713924 9.64
13.456069 7.271089 8.39
13.459674 11.12249 8.3
13.468707 0.02684 10.75
13.471267 7.451453 11.51
13.471336 4.110069 10.64
13.473349 9.281955 11.93
13.475427 0.333446 9.98
13.47674 9.514806 10.93
13.487454 5.613403 11.6
13.4905 11.209131 11.32
13.492626 5.809145 7.68
13.500421 6.164366 11.48
13.502402 4.615349 11.87
13.50265 5.673323 11.39
13.514919 0.52079 10.99
13.515167 0.656757 10.44
13.515466 9.010352 11.67
13.517889 3.150065 11.65
13.541469 10.614821 9.88
13.543702 7.979328 11.4
13.54544 3.014293 10.61
13.546309 4.608358 10.93
13.549539 9.036523 11.47
13.550287 4.037932 11.02
13.551423 2.262031 11.32
13.554949 7.32566 11.98
13.564066 10.548222 11.86
13.564114 7.675359 11.02
13.568083 10.928003 11.8
13.572436 10.909295 11.99
13.576738 1.079228 11.25
13.583287 4.478767 10.45
13.591465 2.789592 11.9
13.595346 4.614109 11.47
13.615758 8.1421 11.85
13.623446 5.847312 9.95
13.625228 7.231477 11.12
13.633168 7.44881 11.78
13.63716 4.500797 11.83
13.6588 2.698588 11.48
13.665904 10.887569 11.61
13.67384 7.545504 9.3
13.687505 9.429079 8.55
13.688141 9.428812 8.45
13.700041 10.247428 11.76
13.702645 1.016606 10.74
13.702862 1.100784 8.95
13.720833 4.171863 11.45
13.722029 7.825459 10.46
13.728551 8.063329 11.52
13.731094 2.594808 10.84
13.733915 10.023424 11.75
13.737711 7.278244 11.88
13.743295 4.460102 10.79
13.746155 9.5083 11.89
13.752906 10.874524 9.52
13.755861 0.789554 7.95
13.758418 11.616734 11.13
13.759653 10.390334 11.66
13.760652 10.056915 10.97
13.767663 8.252414 11.8
13.773366 2.4098 10.94
13.785471 0.018554 11.14
13.788319 2.827604 11.44
13.789455 10.731714 11.92
13.791276 0.720253 11.74
13.79981 0.932581 10.39
13.800273 0.037999 11.99
13.815335 2.572201 11.77
13.815646 6.907702 11.91
13.817698 2.321918 11.2
13.823607 9.396683 11.01
13.826158 3.377801 11.29
13.831552 6.854263 7.14
13.83204 2.302153 10.61
13.839432 11.801049 10.8
13.840334 7.169509 11.88
13.84076 5.549381 11.82
13.843774 2.032355 11.35
13.862464 2.581149 11.48
13.873874 2.296555 9.45
13.88826 0.019589 7.63
13.891815 11.721606 9.5
13.892149 2.527853 11.47
13.892396 10.681395 10.13
13.892496 4.351259 10.83
13.900404 2.532961 11.06
13.909717 6.546742 11.74
13.914059 0.605486 11.59
13.915216 4.47407 11.11
13.919115 6.789132 11.48
13.923607 2.17737 11.79
13.925916 10.430014 10.94
13.941273 3.306906 10.43
13.951097 4.511409 8.84
13.973052 11.86515 11.38
13.983487 11.901026 10.43
13.993592 3.15541 11.39
14.003269 2.822458 12.0
14.009846 4.648783 11.74
14.012046 4.56203 11.76
14.031198 9.880842 11.69
14.033555 0.055281 11.97
14.038937 11.499843 10.66
14.042604 5.050142 11.61
14.055138 9.904898 10.0
14.055448 9.830736 11.73
14.057468 7.596544 11.85
14.074163 2.423547 11.74
14.076165 3.360208 11.74
14.07976 8.570133 11.94
14.085473 12.075551 10.93
14.087697 0.396123 9.04
14.091924 11.748884 10.69
14.103185 0.00248 10.89
14.104791 8.323332 9.15
16.709652 -1.945835 11.9
16.748817 -1.990572 11.39
16.768349 -1.540348 11.77
16.768741 -0.592079 8.73
16.789644 -0.379388 11.63
16.794986 -1.731187 7.64
16.795814 -1.73199 7.24
16.837334 -0.550783 10.71
16.841949 -0.999052 11.99
16.853335 -1.499373 9.84
16.86348 -0.482672 11.25
16.89054 -1.121632 10.21
16.893583 -1.148265 10.43
16.934742 -0.690953 10.58
16.944683 -0.889605 10.87
16.957914 -1.940054 11.14
16.971673 -0.999922 9.91
17.037994 -1.687768 9.53
17.047355 -0.690803 11.68
17.049171 -1.807237 11.71
17.050241 -1.419812 10.35
17.055145 -0.981122 11.45
17.073448 -0.88368 11.16
17.09683 -1.453026 11.3
17.101967 -1.636176 10.66
17.110879 -2.132735 11.99
17.112106 -0.848358 11.94
17.133587 -2.059912 8.32
17.13448 -0.246409 11.53
17.157757 -0.726799 11.71
17.214023 -2.163878 11.1
17.220984 -2.262534 11.03
17.237466 -0.127469 11.47
