8.0085540000, 4.1822240000,      10.70, 0
8.0152810000, 11.6585690000,      11.67, 0
8.0209000000, 1.9184090000,      11.56, 0
8.0223020000, 10.8771880000,      10.90, 0
8.0229770000, 8.3023620000,      10.33, 0
8.0231000000, 3.0948900000,      11.98, 0
8.0233530000, 0.8012010000,      10.93, 0
8.0251840000, 8.2751100000,      11.59, 0
8.0253980000, 7.1910970000,      11.48, 0
8.0265890000, 10.7381730000,      11.73, 0
8.0281990000, 5.2002790000,       9.45, 0
8.0305430000, 8.3640790000,      11.49, 0
8.0346270000, 13.2701460000,      11.43, 0
8.0349940000, 3.4699140000,       9.53, 0
8.0350280000, 4.5558290000,      11.53, 0
8.0387800000, 13.3576480000,      11.94, 0
8.0420500000, 3.4383500000,      11.79, 0
8.0448850000, 4.1453650000,       9.77, 0
8.0506460000, 1.1881070000,       9.37, 0
8.0545960000, 7.9029900000,      10.95, 0
8.0603990000, 5.4293590000,      11.85, 0
8.0610050000, 4.0181900000,      11.13, 0
8.0610940000, 2.2518210000,      10.83, 0
8.0639070000, 2.4509970000,      11.49, 0
8.0645630000, 6.9238530000,      10.23, 0
8.0726310000, 4.3202130000,      11.72, 0
8.0746430000, 10.1207190000,      10.29, 0
8.0819860000, 9.3392650000,      10.24, 0
8.0890700000, 3.8909130000,      11.91, 0
8.0912460000, 3.2890690000,      11.99, 0
8.0947610000, 5.8787710000,      11.99, 0
8.0984460000, 13.5369980000,       9.29, 0
8.0990930000, 6.9554530000,       6.11, 0
8.0993000000, 6.5542920000,      10.98, 0
8.0995540000, 1.6896870000,      10.80, 0
8.1002720000, 12.3571760000,      11.95, 0
8.1002760000, 1.1042980000,      11.01, 0
8.1029550000, 8.1132680000,      10.78, 0
8.1066730000, 6.9563990000,       9.34, 0
8.1074800000, 2.7199660000,      11.01, 0
8.1079510000, 5.1714430000,      11.35, 0
8.1107180000, 14.5959140000,      10.70, 0
8.1114050000, 12.7776050000,      10.96, 0
8.1139140000, 5.8585270000,      10.15, 0
8.1148510000, 2.4320800000,      11.82, 0
8.1150100000, 9.4567080000,      11.95, 0
8.1168780000, 9.7926220000,       9.95, 0
8.1182500000, 5.8584980000,      11.40, 0
8.1184470000, 10.7642730000,      11.73, 0
8.1209640000, 12.4196760000,      11.13, 0
8.1226950000, 9.5599230000,      11.13, 0
8.1267020000, 6.2764090000,      11.45, 0
8.1291970000, 0.7135540000,      10.16, 0
8.1295150000, 1.2456580000,      11.29, 0
8.1304660000, 10.4865900000,       8.56, 0
8.1339340000, 8.9297600000,      11.95, 0
8.1339840000, 12.5271570000,      11.49, 0
8.1409960000, 5.3602600000,      10.98, 0
8.1450210000, 7.4908660000,      10.74, 0
8.1475210000, 5.4280430000,      11.62, 0
8.1489100000, 0.3984040000,      11.01, 0
8.1499910000, 6.5625250000,      10.70, 0
8.1522350000, 8.2859360000,       8.92, 0
8.1549950000, 14.2810200000,      10.34, 0
8.1577970000, 3.2540620000,      11.67, 0
8.1655140000, 9.9658050000,      11.04, 0
8.1707210000, 5.7386860000,      10.58, 0
8.1712370000, 6.4713630000,      11.65, 0
8.1730690000, 4.7464360000,      11.63, 0
8.1750310000, 0.0651520000,      11.05, 0
8.1757570000, 8.5088570000,       9.55, 0
8.1769930000, 2.1606820000,       9.09, 0
8.1800260000, 3.2863820000,      11.80, 0
8.1812460000, 7.5902980000,       9.15, 0
8.1872370000, 4.0301440000,      10.35, 0
8.1893580000, 11.5891960000,      11.60, 0
8.1905100000, 13.5410500000,      10.36, 0
8.1917390000, 6.0605110000,       8.88, 0
8.1919590000, 6.1815130000,      11.49, 0
